dataset,latent_dim,sim_idx,step,frame,kind,final_p_ratio,frame_p_ratio,z0,z1
Reid CV2,2,4,3,45,pred_rollout,0.1881998080526484,0.19226306969331192,-1.595554232597351,3.43310284614563
Reid CV2,2,4,3,45,true_encoded,0.1881998080526484,0.19226306969331192,-1.6006900072097778,3.436368703842163
Reid CV2,2,4,4,60,pred_rollout,0.1881998080526484,0.19137061191484875,-1.9391236305236816,3.9825453758239746
Reid CV2,2,4,4,60,true_encoded,0.1881998080526484,0.19137061191484875,-1.9458880424499512,3.987224817276001
Reid CV2,2,4,5,75,pred_rollout,0.1881998080526484,0.19064227150632146,-2.282630205154419,4.531865119934082
Reid CV2,2,4,5,75,true_encoded,0.1881998080526484,0.19064227150632146,-2.291773796081543,4.539374351501465
Reid CV2,2,4,6,90,pred_rollout,0.1881998080526484,0.1900690851346838,-2.6261188983917236,5.081114292144775
Reid CV2,2,4,6,90,true_encoded,0.1881998080526484,0.1900690851346838,-2.6382503509521484,5.092658519744873
Reid CV2,2,4,7,105,pred_rollout,0.1881998080526484,0.18957714928604075,-2.969623565673828,5.630353927612305
Reid CV2,2,4,7,105,true_encoded,0.1881998080526484,0.18957714928604075,-2.985114574432373,5.646738052368164
Reid CV2,2,4,8,120,pred_rollout,0.1881998080526484,0.1890425045703839,-3.313154458999634,6.179648399353027
Reid CV2,2,4,8,120,true_encoded,0.1881998080526484,0.1890425045703839,-3.332446575164795,6.20175313949585
Reid CV2,2,4,9,135,pred_rollout,0.1881998080526484,0.188578125,-3.656705379486084,6.729046821594238
Reid CV2,2,4,9,135,true_encoded,0.1881998080526484,0.188578125,-3.680309295654297,6.757803440093994
Reid CV2,2,4,10,150,pred_rollout,0.1881998080526484,0.1881998080526484,-4.000263690948486,7.2785749435424805
Reid CV2,2,4,10,150,true_encoded,0.1881998080526484,0.1881998080526484,-4.02836275100708,7.3143534660339355
Reid CV2,2,5,0,0,pred_rollout,0.0037402536317093908,,-0.5902624726295471,1.8155872821807861
Reid CV2,2,5,0,0,true_encoded,0.0037402536317093908,,-0.5902625322341919,1.8155872821807861
Reid CV2,2,5,1,15,pred_rollout,0.0037402536317093908,0.02251568857320185,-0.9341036081314087,2.365635871887207
Reid CV2,2,5,1,15,true_encoded,0.0037402536317093908,0.02251568857320185,-0.9783767461776733,2.436011791229248
Reid CV2,2,5,2,30,pred_rollout,0.0037402536317093908,0.014949536702145981,-1.2778575420379639,2.915438175201416
Reid CV2,2,5,2,30,true_encoded,0.0037402536317093908,0.014949536702145981,-1.3644667863845825,3.053396463394165
Reid CV2,2,5,3,45,pred_rollout,0.0037402536317093908,0.01164631907472003,-1.6215142011642456,3.4650352001190186
Reid CV2,2,5,3,45,true_encoded,0.0037402536317093908,0.01164631907472003,-1.750370740890503,3.6706292629241943
Reid CV2,2,5,4,60,pred_rollout,0.0037402536317093908,0.009479732984653499,-1.965079426765442,4.014468193054199
Reid CV2,2,5,4,60,true_encoded,0.0037402536317093908,0.009479732984653499,-2.13761830329895,4.2901458740234375
Reid CV2,2,5,5,75,pred_rollout,0.0037402536317093908,0.007663309669253206,-2.308584451675415,4.56378173828125
Reid CV2,2,5,5,75,true_encoded,0.0037402536317093908,0.007663309669253206,-2.5254616737365723,4.91074275970459
Reid CV2,2,5,6,90,pred_rollout,0.0037402536317093908,0.006057584301859111,-2.652074098587036,5.1130290031433105
Reid CV2,2,5,6,90,true_encoded,0.0037402536317093908,0.006057584301859111,-2.914222478866577,5.5329508781433105
Reid CV2,2,5,7,105,pred_rollout,0.0037402536317093908,0.004581997122132569,-2.9955809116363525,5.662271499633789
Reid CV2,2,5,7,105,true_encoded,0.0037402536317093908,0.004581997122132569,-3.30326509475708,6.155742168426514
Reid CV2,2,6,0,0,pred_rollout,0.17662705918596525,,-0.4911832809448242,1.6710999011993408
Reid CV2,2,6,0,0,true_encoded,0.17662705918596525,,-0.4911832809448242,1.6710999011993408
Reid CV2,2,6,1,15,pred_rollout,0.17662705918596525,0.18288104687332404,-0.8350424766540527,2.221226453781128
Reid CV2,2,6,1,15,true_encoded,0.17662705918596525,0.18288104687332404,-0.8166993260383606,2.1894454956054688
Reid CV2,2,6,2,30,pred_rollout,0.17662705918596525,0.18020241032793333,-1.178818941116333,2.771094560623169
Reid CV2,2,6,2,30,true_encoded,0.17662705918596525,0.18020241032793333,-1.1410801410675049,2.7062089443206787
Reid CV2,2,6,3,45,pred_rollout,0.17662705918596525,0.17933830104321907,-1.5225002765655518,3.3207454681396484
Reid CV2,2,6,3,45,true_encoded,0.17662705918596525,0.17933830104321907,-1.465932011604309,3.223904848098755
Reid CV2,2,6,4,60,pred_rollout,0.17662705918596525,0.17881446110649105,-1.866086721420288,3.8702197074890137
Reid CV2,2,6,4,60,true_encoded,0.17662705918596525,0.17881446110649105,-1.7914544343948364,3.7428598403930664
Reid CV2,2,6,5,75,pred_rollout,0.17662705918596525,0.17854102430195373,-2.2096023559570312,4.419561386108398
Reid CV2,2,6,5,75,true_encoded,0.17662705918596525,0.17854102430195373,-2.1171510219573975,4.262251377105713
Reid CV2,2,6,6,90,pred_rollout,0.17662705918596525,0.17821286337729234,-2.553091049194336,4.968820095062256
Reid CV2,2,6,6,90,true_encoded,0.17662705918596525,0.17821286337729234,-2.4434401988983154,4.782778263092041
Reid CV2,2,6,7,105,pred_rollout,0.17662705918596525,0.17787294497621103,-2.8965904712677,5.5180559158325195
Reid CV2,2,6,7,105,true_encoded,0.17662705918596525,0.17787294497621103,-2.7703166007995605,5.304405689239502
Reid CV2,2,6,8,120,pred_rollout,0.17662705918596525,0.1775387917542369,-3.2401158809661865,6.067333698272705
Reid CV2,2,6,8,120,true_encoded,0.17662705918596525,0.1775387917542369,-3.0976929664611816,5.827001094818115
Reid CV2,2,6,9,135,pred_rollout,0.17662705918596525,0.17724241002933439,-3.5836634635925293,6.616706848144531
Reid CV2,2,6,9,135,true_encoded,0.17662705918596525,0.17724241002933439,-3.4253978729248047,6.350287914276123
Reid CV2,2,6,10,150,pred_rollout,0.17662705918596525,0.1768731576085401,-3.9272215366363525,7.166205883026123
Reid CV2,2,6,10,150,true_encoded,0.17662705918596525,0.1768731576085401,-3.753899097442627,6.875002861022949
Reid CV2,2,7,0,0,pred_rollout,-0.24695770209211376,,-0.5615063905715942,1.7352923154830933
Reid CV2,2,7,0,0,true_encoded,-0.24695770209211376,,-0.5615063309669495,1.7352923154830933
Reid CV2,2,7,1,15,pred_rollout,-0.24695770209211376,-0.1845427059712774,-0.9053640365600586,2.285365104675293
Reid CV2,2,7,1,15,true_encoded,-0.24695770209211376,-0.1845427059712774,-0.794211745262146,2.1063499450683594
Reid CV2,2,7,2,30,pred_rollout,-0.24695770209211376,-0.21363172032840225,-1.2491352558135986,2.835188627243042
Reid CV2,2,7,2,30,true_encoded,-0.24695770209211376,-0.21363172032840225,-1.0099244117736816,2.4505655765533447
Reid CV2,2,7,3,45,pred_rollout,-0.24695770209211376,-0.22573967484600627,-1.592808723449707,3.3848042488098145
Reid CV2,2,7,3,45,true_encoded,-0.24695770209211376,-0.22573967484600627,-1.2242518663406372,2.79276704788208
Reid CV2,2,7,4,60,pred_rollout,-0.24695770209211376,-0.2326127730519296,-1.9363878965377808,3.9342527389526367
Reid CV2,2,7,4,60,true_encoded,-0.24695770209211376,-0.2326127730519296,-1.4375972747802734,3.1336634159088135
Reid CV2,2,7,5,75,pred_rollout,-0.24695770209211376,-0.23738028617575468,-2.2799010276794434,4.483578681945801
Reid CV2,2,7,5,75,true_encoded,-0.24695770209211376,-0.23738028617575468,-1.6507164239883423,3.4744396209716797
Reid CV2,2,7,6,90,pred_rollout,-0.24695770209211376,-0.24109982234417182,-2.6233930587768555,5.032832622528076
Reid CV2,2,7,6,90,true_encoded,-0.24695770209211376,-0.24109982234417182,-1.8629345893859863,3.81402850151062
Reid CV2,2,7,7,105,pred_rollout,-0.24695770209211376,-0.24425432247360973,-2.9668989181518555,5.582075595855713
Reid CV2,2,7,7,105,true_encoded,-0.24695770209211376,-0.24425432247360973,-2.075216293334961,4.153968811035156
Reid CV2,2,7,8,120,pred_rollout,-0.24695770209211376,-0.24695770209211376,-3.3104300498962402,6.13137149810791
Reid CV2,2,7,8,120,true_encoded,-0.24695770209211376,-0.24695770209211376,-2.286787986755371,4.4930315017700195
