dataset,latent_dim,sim_idx,early_filtered_step,early_frame,final_filtered_step,final_frame,early_x_strain,early_y_strain,early_mean_abs_dx,early_mean_abs_dy,early_disp_anisotropy,final_x_strain,final_y_strain,final_mean_abs_dx,final_mean_abs_dy,final_disp_anisotropy,final_p_ratio,stiffness_mean,stiffness_std,zero_stiffness_edge_count,zero_stiffness_edge_fraction,node_stiffness_mean,node_stiffness_std,horizontal_stiffness,vertical_stiffness,diagonal_stiffness,edge_count,initial_z0,initial_z1,initial_z_linear_p_ratio
Reid CV2,2,40,2,30,80,1200,-0.0005954502266831696,-2.164279248972889e-05,0.001831639208830893,0.00012787154992111027,14.324055741569676,-0.02081555686891079,-0.004414532799273729,0.0685502365231514,0.014936765655875206,4.589362791280584,-0.14664002278276062,0.5844182071375876,0.35628001933272163,0,0.0,0.5939064778299482,0.1367238378975885,0.6360989300081054,0.7658017562739801,0.25100574746298104,401,3.279935598373413,2.7109556198120117,4.20267082976097
Reid CV2,2,41,2,30,80,1200,-0.0005359261413104832,9.643477096688002e-05,0.0016873023705556989,0.0002979332348331809,5.663357334070014,-0.02125180885195732,0.003219782607629895,0.0701155886054039,0.012800591997802258,5.477527025112752,0.1639582164351763,0.46494663605772996,0.19067151128484933,0,0.0,0.4704946595441215,0.06973980738196202,0.4368126646168833,0.6099276485988218,0.28728479421452474,316,3.791916608810425,3.09574031829834,4.839172930353689
Reid CV2,2,42,2,30,80,1200,-0.0005797971389256418,0.00012386275921016932,0.002314143581315875,0.00046658769133500755,4.9597184501258775,-0.023190218955278397,0.005179721396416426,0.09419570863246918,0.019438451156020164,4.845844346158022,0.21035491246831667,0.4662176675254448,0.15404061755308432,0,0.0,0.4707602076324905,0.06088311317945839,0.43713874362409116,0.5911466531455517,0.3302601331726034,541,3.7811217308044434,3.0857231616973877,4.824784513986908
Reid CV2,2,43,2,30,80,1200,-0.0005403221002779901,-4.339996667113155e-05,0.0016521316720172763,0.0002910417679231614,5.676613648297585,-0.011954426765441895,-0.007625703699886799,0.06733221560716629,0.033608317375183105,2.003439055145481,-0.45901086920611844,0.6305376953596117,0.3875589167438343,0,0.0,0.6343481712449576,0.12730088867122014,0.6925751012016151,0.8129530524592125,0.27763212424033556,310,3.2257485389709473,2.673245429992676,4.136837356547676
Reid CV2,2,44,2,30,80,1200,-0.0006944221095182002,-2.0172738004475832e-05,0.0017594792880117893,0.00022006277868058532,7.9953515926726615,-0.025361113250255585,-0.004772258922457695,0.08477912843227386,0.02737603522837162,3.0968373515391874,-0.1466582167541242,0.6293360523766098,0.3929297287992663,0,0.0,0.634832669656898,0.15822580937984257,0.676760875461667,0.8099627976327957,0.32364990757877365,346,3.0793960094451904,2.559860944747925,3.9531654614607343
Reid CV2,2,45,2,30,80,1200,-0.0006189331761561334,-6.86064813635312e-05,0.0017659923760220408,0.00019146734848618507,9.223464940548139,-0.023362325504422188,-0.010220006108283997,0.08148393034934998,0.025816118344664574,3.156319988213499,-0.3247762104239115,0.6495018737498738,0.3847278533447648,0,0.0,0.656950627487118,0.15616915164528794,0.7058710879413411,0.7960543890377474,0.37679234632274267,308,3.0429811477661133,2.5305724143981934,3.9069175747231144
Reid CV2,2,46,2,30,80,1200,-0.0005440181703306735,-9.863381819741335e-06,0.0020430951844900846,0.0002002216351684183,10.204167910083823,-0.02058599330484867,-0.003455423517152667,0.09383887052536011,0.02796398662030697,3.3557043135336047,-0.2343730856231202,0.5943854381936754,0.37574833768843385,0,0.0,0.6004579941480823,0.13898541518381663,0.6488112478645858,0.8056545132854714,0.23254474730676283,430,3.292829751968384,2.7231669425964355,4.219982489908591
Reid CV2,2,47,2,30,80,1200,-0.0005426410352811217,7.703350274823606e-05,0.0020990900229662657,0.00029228406492620707,7.181677945721135,-0.021816425025463104,0.0029663285240530968,0.08482029289007187,0.011611354537308216,7.304943847639605,0.12699982791696676,0.5395431320798076,0.23836956649983057,0,0.0,0.5465490030339135,0.09202171385026246,0.526340630700749,0.695248446194455,0.29577875097768497,483,3.4852676391601562,2.8697621822357178,4.4602237992381575
Reid CV2,2,48,2,30,80,1200,-0.0005943432333879173,0.00011297755554551259,0.0017453740583732724,0.00032240155269391835,5.41366517558399,-0.02358504943549633,0.004814606625586748,0.06800056993961334,0.014700951986014843,4.6255895539488145,0.19502236139423487,0.43698613738203185,0.18447588996608838,0,0.0,0.4416461005369349,0.06612727369968982,0.39930842900231706,0.5771188939357326,0.264432787077456,353,3.8855392932891846,3.15787935256958,4.951384873623761
Reid CV2,2,49,2,30,80,1200,-0.0006584182265214622,-5.775612953584641e-05,0.002245600800961256,0.00030440965201705694,7.376904070162101,-0.024925129488110542,-0.000413604051573202,0.10174324363470078,0.028369052335619926,3.5864167202706616,-0.2124182814927736,0.6209111575758074,0.39374353742023444,0,0.0,0.62662450704524,0.1324219610982512,0.6798692365121984,0.7875438080918284,0.27638548798418894,482,3.166599988937378,2.6322922706604004,4.065082713900699
Reid CV2,2,50,2,30,80,1200,-0.0006070069503039122,-6.648487033089623e-05,0.001988594653084874,0.00021932653908152133,9.066821832928001,-0.022179588675498962,-0.004960755351930857,0.09826385974884033,0.03383077308535576,2.904570330122771,-0.21109366287007186,0.639748255551496,0.3864058568792369,0,0.0,0.6464487713897032,0.14926760987386808,0.7018413901017347,0.7992944139337851,0.32306518170957427,426,3.2133777141571045,2.669304847717285,4.124181184639192
Reid CV2,2,51,2,30,80,1200,-0.0006315925274975598,-4.815565989702009e-05,0.0017052952898666263,0.00021814520005136728,7.81724873829484,-0.02999638207256794,-0.003329172497615218,0.08572543412446976,0.027645932510495186,3.1008335165372314,-0.2523187814106471,0.6424114311078767,0.3865399224116721,0,0.0,0.6484295634252827,0.1441980150232919,0.7131925646501424,0.7896334478476396,0.31043408817659396,311,3.0896482467651367,2.5724987983703613,3.9684189587929275
Reid CV2,2,52,2,30,80,1200,-0.0005847330903634429,0.00020431338634807616,0.0019045324297621846,0.0006354826618917286,2.9969856677013045,-0.02329566702246666,0.008276788517832756,0.07673309743404388,0.026605995371937752,2.8840528746004703,0.33742504039823745,0.43281665722747426,0.06075450344497515,0,0.0,0.43649026721970935,0.04542571687916827,0.43352741518415006,0.4315517992901623,0.4335686500583376,364,3.9690840244293213,3.223637819290161,5.056758591922684
Reid CV2,2,53,2,30,80,1200,-0.0005462003755383193,-7.920410280348733e-05,0.002222380368039012,0.00030816253274679184,7.211715026580071,-0.019744519144296646,-0.008734027855098248,0.11155640333890915,0.03198288381099701,3.4880032706916673,-0.3979398483632574,0.6180569429169214,0.39915798208912695,0,0.0,0.6259235207071137,0.1424360265663187,0.6756997891999991,0.7872830433825779,0.2841650923169218,489,3.21647047996521,2.670515537261963,4.127459945340174
Reid CV2,2,54,2,30,80,1200,-0.000574857578612864,-3.5400655633566203e-06,0.0018884739838540554,0.0001456661120755598,12.964401650772885,-0.02405240386724472,-0.0030053548980504274,0.09068150818347931,0.02094605751335621,4.3292876535670946,-0.06866933130407157,0.6723091291540911,0.37468218277589976,0,0.0,0.6782663512850575,0.1411376217131282,0.6866209164809681,0.821085502047432,0.4071119714546512,341,2.9834437370300293,2.494276762008667,3.8371959490013783
Reid CV2,2,55,2,30,80,1200,-0.0006140338373370469,-4.401143451104872e-05,0.0018769331509247422,0.00011835822078865021,15.858071694710098,-0.02692117542028427,-0.00285745644941926,0.09364426881074905,0.00954436045140028,9.811476555981312,-0.06695112756186168,0.6027496100083823,0.34271446878207024,0,0.0,0.609735865536301,0.12132199512065542,0.6189028571767747,0.8076319062214998,0.279220130106204,341,3.2189700603485107,2.662322998046875,4.12544730652544
Reid CV2,2,56,2,30,80,1200,-0.0006430643261410296,-8.329748379765078e-05,0.0017582766013219953,0.00025430857203900814,6.913949408879128,-0.024327313527464867,-0.005480737891048193,0.07836269587278366,0.031099064275622368,2.5197766459555457,-0.2691509251686252,0.6149415329315708,0.3750681555041672,0,0.0,0.6205924242624654,0.1272116947033658,0.7037660687392496,0.7812375856798377,0.2694754669925265,309,3.2304365634918213,2.6692333221435547,4.13883456227139
Reid CV2,2,57,2,30,80,1200,-0.000631839269772172,2.017656333919149e-05,0.0021889496129006147,0.0001229004847118631,17.81074841187607,-0.02732262946665287,-0.00032089732121676207,0.08668992668390274,0.013010136783123016,6.663260204639698,-0.06082767686482228,0.6094463109204146,0.32344729960420576,0,0.0,0.615017624096433,0.12573215762954207,0.6552678203181724,0.7778260907874658,0.3190638601146121,535,3.2638099193573,2.7089223861694336,4.187750967022797
Reid CV2,2,58,2,30,80,1200,-0.0006014209357090294,-3.81052159355022e-05,0.0022320167627185583,0.00018143374472856522,12.302103812373918,-0.025182373821735382,-0.004470697604119778,0.10928386449813843,0.020698873326182365,5.279701111069817,-0.15711103408322405,0.5941159274019455,0.3658529484088054,0,0.0,0.6013678850806841,0.12790669128280077,0.6657169436610171,0.7673726386457517,0.24578543073157705,482,3.2573323249816895,2.6974055767059326,4.176317833773798
Reid CV2,2,59,2,30,80,1200,-0.0005254438146948814,-1.4598725101677701e-05,0.001941698370501399,0.00017339561600238085,11.19808225413691,-0.022368988022208214,-0.0031518195755779743,0.08099545538425446,0.02001587674021721,4.046560459753087,-0.1623723264424866,0.6319914920456741,0.4023949243727821,0,0.0,0.6414282841267562,0.17282534570240238,0.6508658423308767,0.7851872470439164,0.40732748242743405,403,3.111544132232666,2.592151165008545,3.9972652248075478
Reid CV2,2,60,2,30,80,1200,-0.0005788413691334426,-7.731472578598186e-06,0.0020068897865712643,0.00014405821275431663,13.931102907641264,-0.023728981614112854,-0.0031241592951118946,0.08741386234760284,0.01118254940956831,7.816988697837317,-0.07075996703199396,0.5729567577582708,0.33250637842969527,0,0.0,0.5778673370035564,0.10815573314589817,0.6247759984443652,0.7723335912971763,0.24385975724594158,431,3.437344789505005,2.836541175842285,4.402066869108831
Reid CV2,2,61,2,30,80,1200,-0.0005578632117249072,-3.6507761251414195e-05,0.001794888055883348,0.00015014012751635164,11.954752440768162,-0.018131479620933533,-0.004649512469768524,0.07603193819522858,0.01727132312953472,4.402206919816735,-0.16665686710960664,0.6139347687301894,0.37929604652768095,0,0.0,0.6228060821114322,0.1518493821778929,0.6477503314708883,0.8174703472186453,0.26800199081660825,347,3.202237367630005,2.6571226119995117,4.108394553232055
Reid CV2,2,62,2,30,80,1200,-0.0006088398513384163,0.00013744876196142286,0.0017410839209333062,0.00036977746640332043,4.708464087517671,-0.024842174723744392,0.006132132839411497,0.06988181918859482,0.015578879974782467,4.485676717563298,0.21269403862426334,0.47934156749127566,0.17882316364738493,0,0.0,0.4841545540700474,0.06735808974777692,0.45499866890907287,0.6123053306205706,0.31447390373796225,345,3.6582844257354736,2.989391326904297,4.670031638601696
Reid CV2,2,63,2,30,80,1200,-0.0005832604947499931,0.00021668871340807527,0.001823986298404634,0.0006617084727622569,2.7564801925393634,-0.023724721744656563,0.008804956451058388,0.07445035874843597,0.02929835580289364,2.5411104721816136,0.3873779088920612,0.43214049218357475,0.06097881329056191,0,0.0,0.4364388657166135,0.0471915687597157,0.4294652659592666,0.4311590291559696,0.43680915844683743,345,3.938955545425415,3.201141357421875,5.019377126978591
Reid CV2,2,64,2,30,80,1200,-0.0006741619436070323,-9.785904694581404e-05,0.002204656135290861,0.00030410251929424703,7.249713486120957,-0.024348264560103416,-0.007509901188313961,0.10505089163780212,0.03241052106022835,3.241258955466543,-0.25379435107376286,0.6241680031577831,0.3949402390555892,0,0.0,0.6288303667263396,0.15113504571528127,0.6934959250569972,0.8097995809600013,0.27949277420158547,482,3.191586971282959,2.6514368057250977,4.09633260854966
Reid CV2,2,65,2,30,80,1200,-0.0006162143545225263,1.9489847545628436e-05,0.0017266643699258566,0.00014536120579577982,11.878440058839864,-0.029763171449303627,-0.00875145010650158,0.07605038583278656,0.033709101378917694,2.2560787063979673,-0.2835927971877466,0.6753100156387187,0.3705539769209765,0,0.0,0.6842999509860467,0.1628998559832061,0.7563071957489567,0.7922630123809132,0.3877248387456624,308,2.9757091999053955,2.488194227218628,3.8274432167637484
Reid CV2,2,66,2,30,80,1200,-0.0005766783142462373,5.595873881247826e-05,0.001816309755668044,0.0001780558959580958,10.200784118350677,-0.023075833916664124,0.0012983198976144195,0.07177317142486572,0.00952847208827734,7.532495321381757,0.03867895965791973,0.5722395051119699,0.2971542953445283,0,0.0,0.5802535596705551,0.12057820072843453,0.5630166772618026,0.7721010410441802,0.3299919617015357,370,3.3059794902801514,2.7278497219085693,4.23368673338881
