dataset,sim_idx,final_p_ratio,mean_frame_p_ratio,final_frame_p_ratio,initial_z0,mean_z0,final_z0,slope_z0,initial_pc1,mean_pc1,final_pc1,slope_pc1,initial_z1,mean_z1,final_z1,slope_z1,initial_pc2,mean_pc2,final_pc2,slope_pc2,initial_z_linear_p_ratio
Reid CV2,24,-0.3112050286983445,-0.2780184781626083,-0.3108098435503546,3.052466869354248,12.197561075687409,22.791080474853516,19.738613605499268,-10.327776442594093,1.2859804637298513,14.738304201176222,25.066080643770313,2.5534634590148926,9.712145698070525,18.00325584411621,15.449792385101318,0.013192383905860514,0.024592528283329248,0.036707696761970665,0.02351531285611015,3.9267237239267865
Reid CV2,25,0.18183670511140954,0.1839961011805458,0.18185633040693502,3.81245756149292,9.491716685295104,15.300826072692871,11.488368511199951,-9.382895994832,-2.169812701163543,5.208236968774841,14.59113296360684,3.1154580116271973,7.562327797412872,12.110946655273438,8.99548864364624,-0.011800990020636573,-0.0037706958224736887,0.004503164202251232,0.016304154222887807,4.866885646718294
Reid CV2,26,-0.03371838000065961,-0.009329264183457097,-0.03340879267822415,3.3707730770111084,10.54785549879074,18.76401710510254,15.39324402809143,-9.935801776306565,-0.825110411272097,9.6016543086144,19.537456084920965,2.7827212810516357,8.39469078540802,14.814356803894043,12.031635522842407,-0.002099829364494001,0.001981583454629371,0.002879395524921417,0.004979224889415418,4.317378542830215
Reid CV2,27,0.02298076051167721,0.033299423710782546,0.023142551425261743,3.4274613857269287,11.226888377666473,20.009275436401367,16.58181405067444,-9.86272645884598,0.03895399775770967,11.183712136411987,21.046438595257968,2.828857660293579,8.929041819572449,15.790186882019043,12.961329221725464,-0.0006411269784564396,0.005043503576079268,0.005263204863733592,0.005904331842190032,4.389649764209123
Reid CV2,28,-0.22730985066006476,-0.17640516103244855,-0.2265079119257363,3.2010719776153564,12.926447925567627,24.784698486328125,21.58362650871277,-10.152787870002216,2.190565210199242,17.23654968572421,27.389337555726428,2.64748477935791,10.248500201702118,19.509361267089844,16.861876487731934,-0.004199750597925436,-0.001457998565619398,-0.0037375714674334395,0.0004621791304919966,4.102491143619794
Reid CV2,29,-0.12771201037928526,-0.10474902585108517,-0.12741503820103764,3.2148735523223877,10.550420453548432,18.76150131225586,15.546627759933472,-10.128523347358088,-0.8187364521010381,9.598527495808362,19.727050843166452,2.6692323684692383,8.401761133670806,14.812498092651367,12.143265724182129,0.004441663487833818,0.005974259493548913,0.0029634360332996203,-0.0014782274545341975,4.125432434580372
Reid CV2,30,0.0950451355151094,0.10212626537332464,0.09514840268654957,3.4225761890411377,9.459793725013732,15.751713752746582,12.329137563705444,-9.874990567698804,-2.208337879486535,5.781196605986252,15.656187173685055,2.8151895999908447,7.540612261295319,12.4644775390625,9.649287939071655,-0.008404673406741793,-0.0012309050475207335,0.005522940384230846,0.01392761379097264,4.378494184380072
Reid CV2,31,-0.20617802151122547,-0.16816424378119388,-0.20564907961833545,3.2304694652557373,11.566280012130738,21.301912307739258,18.07144284248352,-10.117441394331381,0.461761792406687,12.813600664134572,22.931042058465955,2.667269706726074,9.181393239498139,16.783063888549805,14.11579418182373,-0.006706199915372756,-0.005030694501408508,-0.008086643000696753,-0.0013804430853239964,4.1378645940034975
Reid CV2,32,-0.32336614357869486,-0.27349228888305144,-0.32262761367027015,3.1197094917297363,14.902974617481231,32.84170150756836,29.721992015838623,-10.247332950773036,4.693766080477702,27.400939725149904,37.64827267592294,2.5980582237243652,11.784533085823059,25.706567764282227,23.10850954055786,0.006938750796920747,-0.007797397984476286,-0.08016518127938838,-0.08710393207630912,4.007299735522539
Reid CV2,33,0.27772893013013333,0.27786344009282476,0.27776256487408546,3.6880476474761963,8.65342333316803,13.768019676208496,10.0799720287323,-9.544481270402306,-3.2364477624486403,3.2617316574986295,12.806212927900935,3.012237071990967,6.902791545391083,10.911200523376465,7.898963451385498,-0.01655365284297621,-0.007439208972957571,0.0026856717914512454,0.019239324634427457,4.707276148019367
Reid CV2,34,-0.33399938936466717,-0.2783783757014831,-0.33319144651324584,3.27620005607605,13.678999450206756,26.810449600219727,23.534249544143677,-10.051808208427016,3.1538401298352086,19.817536137541634,29.86934434596865,2.715343952178955,10.849896838665009,21.108736038208008,18.393392086029053,0.0030254454070644714,0.009178795466205168,0.009535312817603326,0.0065098674105388546,4.201685099194216
Reid CV2,35,0.1677718678598186,0.17130155400944214,0.16788430885627229,3.435086965560913,9.107924299240112,15.034777641296387,11.599690675735474,-9.853945620574168,-2.6493585152987937,4.877535575627177,14.731481196201344,2.833359718322754,7.274648888111114,11.914325714111328,9.080965995788574,-0.0017878063350351664,0.005798138808432463,0.013343465226429369,0.015131271561464535,4.398505157723931
Reid CV2,36,-0.05914505731234828,-0.05828673933858949,-0.059093992735582336,3.1333086490631104,12.371410629749299,23.255475997924805,20.122167348861694,-10.229941769685581,1.4966181585861031,15.30911439601112,25.5390561656967,2.6089000701904297,9.83175973892212,18.33600425720215,15.727104187011719,0.0071106093286266514,0.011827430476850644,0.013034299616412653,0.005923690287786001,4.024522248729118
Reid CV2,37,0.24274224639077988,0.2436740325263206,0.24276848395471373,3.648902654647827,8.492291486263275,13.452040672302246,9.803138017654419,-9.588949048977716,-3.4372515144658076,2.8622255852025598,12.451174634180276,2.9901132583618164,6.782871916294098,10.666729927062988,7.676616668701172,-0.00988955038286486,-0.0027442429961325628,0.004556920043366274,0.014446470426231133,4.662319823659346
Reid CV2,38,0.27673880911901655,0.27760117719650074,0.2767185316731882,3.6595194339752197,8.935867929458619,14.331561088562012,10.672041654586792,-9.574805931835032,-2.8752358434883716,3.976321643573295,13.551127575408326,2.9994966983795166,7.127984640598297,11.350586891174316,8.3510901927948,-0.009030954237606496,-0.0038573513823778553,0.00201080455005725,0.011041758787663745,4.676232694372085
Reid CV2,39,-0.21908872590380996,-0.18293043912918447,-0.2186132270718704,3.2358922958374023,12.033141202926636,22.045194625854492,18.80930233001709,-10.099248773708675,1.0717656646370108,13.783859963913068,23.883108737621743,2.6898796558380127,9.574650466442108,17.407670974731445,14.717791318893433,0.007772938361478749,0.01746139030716734,0.026547267035836705,0.018774328674357955,4.154029191831768
Reid CV2,40,-0.14664002278276062,-0.12322353200560753,-0.14639381381361982,3.279935598373413,11.352456283569335,20.67939567565918,17.399460077285767,-10.051566008609313,0.19228804982407446,12.023511732143755,22.075077740753066,2.7109556198120117,9.017377407550812,16.296531677246094,13.585576057434082,-0.002732425420460015,-0.002646982313813687,-0.00825810147976072,-0.005525676059300704,4.20267082976097
Reid CV2,41,0.1639582164351763,0.16562491755139122,0.1639344516689685,3.791916608810425,9.19668187379837,14.700050354003906,10.908133745193481,-9.411221770209739,-2.546259791932763,4.443659322032786,13.854881092242525,3.09574031829834,7.328503496646881,11.63802433013916,8.54228401184082,-0.014693846146559338,-0.0064034652787351345,0.0016726379201610832,0.01636648406672042,4.839172930353689
Reid CV2,42,0.21035491246831667,0.21043143939951617,0.2104205333244271,3.7811217308044434,9.111875360012055,14.539920806884766,10.758799076080322,-9.425895366994371,-2.6564654126726275,4.236479726964769,13.662375093959142,3.0857231616973877,7.258047022819519,11.506464958190918,8.42074179649353,-0.015942195029692557,-0.009717170473101102,-0.0034220255083894876,0.01252016952130307,4.824784513986908
Reid CV2,43,-0.45901086920611844,-0.39502902206890095,-0.45833826695595764,3.2257485389709473,14.401707165241241,27.928197860717773,24.702449321746826,-10.117482882072652,4.0615682322825055,21.21511856725666,31.33260144932931,2.673245429992676,11.399267039299012,21.948131561279297,19.27488613128662,0.00090922471577924,-0.002810814303957662,-0.017098690831540926,-0.018007915547320168,4.136837356547676
Reid CV2,44,-0.1466582167541242,-0.1359501866779282,-0.14630506633368004,3.0793960094451904,12.079298181533813,22.49916648864746,19.41977047920227,-10.302616745072466,1.1212223382183382,14.343334845688373,24.645951590760838,2.559860944747925,9.59590226173401,17.735349655151367,15.175488710403442,0.0016556586182296632,0.005793360673062402,0.0052957618663329094,0.0036401032481032463,3.9531654614607343
Reid CV2,45,-0.3247762104239115,-0.28812606282364234,-0.32454803162532725,3.0429811477661133,13.18883496761322,26.500696182250977,23.457715034484863,-10.349343835357649,2.522381278396241,19.39787143356979,29.74721526892744,2.5305724143981934,10.451618621349335,20.823551177978516,18.292978763580322,0.0009929410057178418,-0.002923986185985501,-0.02451054871744413,-0.025503489723161972,3.9069175747231144
Reid CV2,46,-0.2343730856231202,-0.1986425052652799,-0.23398223121757783,3.292829751968384,12.840839641094208,23.93661880493164,20.643789052963257,-10.033887317692109,2.0833851218936768,16.16029209516224,26.19417941285435,2.7231669425964355,10.183984634876252,18.846721649169922,16.123554706573486,-0.0010473472234353322,0.0004035610375017432,-0.0038269714899629432,-0.0027796242665276112,4.219982489908591
Reid CV2,47,0.12699982791696676,0.12988453094942815,0.12703361348862824,3.4852676391601562,9.152654490470887,14.973872184753418,11.488604545593262,-9.791991008372312,-2.5942794651899947,4.798059668389888,14.5900506767622,2.8697621822357178,7.306859891414643,11.863190650939941,8.993428468704224,-0.003993573486417047,0.0036447738895403962,0.010541770907107187,0.014535344393524233,4.4602237992381575
Reid CV2,48,0.19502236139423487,0.19397013206820604,0.1950168057233346,3.8855392932891846,9.472216799259186,15.196802139282227,11.311262845993042,-9.299189057643911,-2.204397446353073,5.066123639205011,14.365312696848921,3.15787935256958,7.531110582351684,12.013259887695312,8.855380535125732,-0.0233620607444287,-0.016366547193681896,-0.008438429233706708,0.014923631510721992,4.951384873623761
Reid CV2,49,-0.2124182814927736,-0.1866387993229372,-0.2117510868909061,3.166599988937378,12.856422863006593,24.6747989654541,21.508198976516724,-10.189306059122291,2.106028699625649,17.095394210873867,27.284700269996158,2.6322922706604004,10.200818576812743,19.420751571655273,16.788459300994873,0.005049691943604028,0.004075998074122238,-0.005908915088486142,-0.01095860703209017,4.065082713900699
Reid CV2,50,-0.21109366287007186,-0.18470786272908335,-0.21060710185835887,3.2133777141571045,13.240960381031037,25.099117279052734,21.88573956489563,-10.129657508711627,2.5961424447065986,17.642214365655118,27.771871874366745,2.669304847717285,10.504709897041321,19.765832901000977,17.09652805328369,0.005419652793631659,0.006824481545744436,0.004808987840393677,-0.000610664953237982,4.124181184639192
Reid CV2,51,-0.2523187814106471,-0.20799777601943187,-0.25170788770538555,3.0896482467651367,11.876118757724761,22.0014591217041,18.911810874938965,-10.286757409252344,0.861955521192632,13.706047542612446,23.99280495186479,2.5724987983703613,9.434840803146363,17.33725929260254,14.764760494232178,0.005303285461973868,0.003952357925297171,-0.002015407818692609,-0.007318693280666476,3.9684189587929275
Reid CV2,52,0.33742504039823745,0.3374377617613115,0.33742788705316396,3.9690840244293213,8.506397354602814,13.1727933883667,9.203709363937378,-9.192869975183784,-3.4331806658552426,2.4914747921220495,11.684344767305834,3.223637819290161,6.771427986621856,10.42194938659668,7.1983115673065186,-0.022973793367156894,-0.020446424769729195,-0.01642898014058521,0.006544813226571685,5.056758591922684
Reid CV2,53,-0.3979398483632574,-0.3421265540388417,-0.3968440335910907,3.21647047996521,13.930325787067414,27.51885986328125,24.30238938331604,-10.12647495497159,3.4720052621696427,20.7116638760507,30.83813883102229,2.670515537261963,11.044999558925628,21.654315948486328,18.983800411224365,0.004469746898734838,0.008205337967244215,0.0033606436874708285,-0.00110910321126401,4.127459945340174
Reid CV2,54,-0.06866933130407157,-0.051379402754526744,-0.06827555448157148,2.9834437370300293,12.794900777339935,26.705188751220703,23.721745014190674,-10.418606181006396,2.0237221607867752,19.647462417360302,30.066068598366698,2.494276762008667,10.145874848365784,20.967214584350586,18.47293782234192,0.00904310465448472,-0.0013474680494680322,-0.03718832079104728,-0.046231425445532,3.8371959490013783
Reid CV2,55,-0.06695112756186168,-0.051969814704590465,-0.06676315326665763,3.2189700603485107,10.66984048128128,19.20404815673828,15.98507809638977,-10.129548701451158,-0.6693820139922602,10.162714336735744,20.292263038186903,2.662322998046875,8.491502068042756,15.162455558776855,12.50013256072998,-0.003525106662318263,0.0031760202478748356,0.006302025960400967,0.00982713262271923,4.12544730652544
Reid CV2,56,-0.2691509251686252,-0.23463271637494174,-0.2686536084197683,3.2304365634918213,15.179086413383484,30.478303909301758,27.247867345809937,-10.116258475005651,5.033944417622413,24.42016234772143,34.53642082272708,2.6692333221435547,11.98366628408432,23.889995574951172,21.220762252807617,-0.005138536079389215,-0.020853179216771097,-0.05673544047841183,-0.05159690439902261,4.13883456227139
Reid CV2,57,-0.06082767686482228,-0.044773745279245665,-0.060621656759413514,3.2638099193573,10.84683854341507,19.30918312072754,16.04537320137024,-10.065525404835364,-0.43857580728553763,10.301190134667507,20.36671553950287,2.7089223861694336,8.63984692811966,15.252811431884766,12.543889045715332,0.005592646337797441,0.01111368086083763,0.012782600416190717,0.007189954078393276,4.187750967022797
Reid CV2,58,-0.15711103408322405,-0.13387955916212518,-0.15676566445475365,3.2573323249816895,11.44437707901001,20.625516891479492,17.368184566497803,-10.07772002780343,0.32098284673928035,11.979801354844863,22.057521382648293,2.6974055767059326,9.108760371208191,16.294498443603516,13.597092866897583,0.0005046899916552383,0.012777930269602816,0.02330865857120541,0.02280396857955017,4.176317833773798
Reid CV2,59,-0.1623723264424866,-0.1444445700567793,-0.16200952140172858,3.111544132232666,12.53428198814392,24.915122985839844,21.803578853607178,-10.257404108406368,1.6959361982533585,17.388506501504526,27.645910609910892,2.592151165008545,9.947039325237274,19.589242935180664,16.99709177017212,0.007310533412350844,0.0024050385562469274,-0.021079921589636806,-0.028390455001987648,3.9972652248075478
Reid CV2,60,-0.07075996703199396,-0.05626719236801986,-0.07051907063733816,3.437344789505005,11.71338407278061,20.922061920166016,17.48471713066101,-9.850207784420014,0.6586524863147009,12.348071577103699,22.198279361523714,2.836541175842285,9.31291315793991,16.513107299804688,13.676566123962402,-0.0006706573763867084,0.008051669926803524,0.0130213146135167,0.013691971989903408,4.402066869108831
Reid CV2,61,-0.16665686710960664,-0.14655968841008402,-0.1663640050818882,3.202237367630005,11.97888657093048,22.826900482177734,19.62466311454773,-10.14593622171472,0.9886231922965962,14.740718031429639,24.886654253144357,2.6571226119995117,9.509046025276184,17.96132469177246,15.30420207977295,0.0026778120268857795,-0.0008371639213705094,-0.018387383645353788,-0.021065195672239568,4.108394553232055
Reid CV2,62,0.21269403862426334,0.21495447810499452,0.21275556791862948,3.6582844257354736,8.662381839752197,13.741836547851562,10.083552122116089,-9.582000269876838,-3.2243803882189566,3.2286569662624762,12.810657236139313,2.989391326904297,6.910925915241242,10.8909912109375,7.901599884033203,-0.01623409786692969,-0.006544059667815028,0.0028788542039044625,0.019112952070834154,4.670031638601696
Reid CV2,63,0.3873779088920612,0.38763747104269236,0.3873096287020074,3.938955545425415,8.233556616306306,12.650914192199707,8.711958646774292,-9.230461785364197,-3.7744403469364896,1.8385707285388544,11.069032513903052,3.201141357421875,6.566351103782654,10.029433250427246,6.828291893005371,-0.022154128167197494,-0.01408824755029377,-0.004466693493033804,0.017687434674163692,5.019377126978591
Reid CV2,64,-0.25379435107376286,-0.22739221888859715,-0.25331803277915954,3.191586971282959,12.58217031955719,24.03440284729004,20.84281587600708,-10.157829481231161,1.760781002108242,16.290986546683392,26.448816027914553,2.6514368057250977,9.99107088804245,18.933847427368164,16.282410621643066,0.00475379695311523,0.007622530447463262,0.004633554982057058,-0.00012024197105817234,4.09633260854966
Reid CV2,65,-0.2835927971877466,-0.21890055172493597,-0.28261810830586337,2.9757091999053955,12.800936253070832,24.962560653686523,21.986851453781128,-10.428445860248999,2.0386238287285265,17.46126702778,27.889712888029,2.488194227218628,10.162354843616486,19.646709442138672,17.158515214920044,0.009011380734848428,0.007923858895212963,-0.004997708781614219,-0.014009089516462646,3.8274432167637484
Reid CV2,66,0.03867895965791973,0.04675394124992604,0.03874058558137393,3.3059794902801514,9.94787486076355,17.037216186523438,13.731236696243286,-10.020641961831293,-1.5863130244047177,7.415619807163707,17.436261768995,2.7278497219085693,7.926233005523682,13.47385311126709,10.74600338935852,-0.005452411113376519,0.0021798301390497997,0.009566758184738308,0.015019169298114827,4.23368673338881
