dataset,latent_dim,hidden_size,epoch,train_dz_mse_norm,val_dz_mse_norm,val_dz_mse_raw,sweep_latent_dim,sweep_train_count,sweep_train_frames
CV1 | nets=1 | frames=50,1,128,3,0.09116947125377399,23.519570497997105,0.00014839540207145773,1,1,50
CV1 | nets=1 | frames=50,1,128,4,0.07189032927687679,24.13276830535941,0.0001522643393197427,1,1,50
CV1 | nets=1 | frames=50,1,128,5,0.07480033909502838,22.147582508511842,0.00013973892086846718,1,1,50
CV1 | nets=1 | frames=50,1,128,6,0.0642160845122167,21.557999459914864,0.0001360189792377895,1,1,50
CV1 | nets=1 | frames=50,1,128,7,0.06855787330381904,21.89942003526166,0.00013817315507253625,1,1,50
CV1 | nets=1 | frames=50,1,128,8,0.06428250693404282,21.953649793565273,0.00013851531232987214,1,1,50
CV1 | nets=1 | frames=50,1,128,9,0.06639683945936017,21.941907859571277,0.0001384412273690998,1,1,50
CV1 | nets=1 | frames=50,1,128,10,0.06676908687222749,21.81998765242845,0.00013767197911762708,1,1,50
CV1 | nets=1 | frames=50,1,128,11,0.06723027380316385,21.610815657110884,0.00013635221997147085,1,1,50
CV1 | nets=1 | frames=50,1,128,12,0.06248577420566497,22.101725123926997,0.00013944958547290297,1,1,50
CV1 | nets=1 | frames=50,1,128,13,0.06697120766953699,22.03826347155124,0.0001390491782472054,1,1,50
CV1 | nets=1 | frames=50,1,128,14,0.06459364190232009,21.828177361138167,0.00013772365311153577,1,1,50
CV1 | nets=1 | frames=50,1,128,15,0.06341538471835,21.934784127116203,0.00013839628009768034,1,1,50
CV1 | nets=1 | frames=50,1,128,16,0.06325215435520347,22.20761976888776,0.0001401177223990544,1,1,50
CV1 | nets=1 | frames=50,1,128,17,0.06475110913119611,21.95684466894716,0.00013853547169088642,1,1,50
CV1 | nets=1 | frames=100,1,128,1,1.0298787862635577,249.82207062530517,3.587670973782764e-06,1,1,100
