target,descriptor,mse_increase_when_permuted,mse_increase_std,target_r2
initial_axis_x_compression,x_center0,0.00829579599496023,0.002898956506721242,0.9588150453136209
initial_axis_x_compression,y_center0,0.0010377616796678703,0.0011215948224161752,0.9588150453136209
initial_axis_x_compression,edge_len_mean,3.954374974706398,0.43674808944529075,0.9588150453136209
initial_axis_x_compression,edge_len_std,17.012893534550805,1.9712426799211191,0.9588150453136209
initial_axis_x_compression,edge_len_min,0.00010378803902944965,0.0003453483859200751,0.9588150453136209
initial_axis_x_compression,edge_len_max,0.28776682895093864,0.04055318196498601,0.9588150453136209
initial_axis_x_compression,stiffness_mean,0.11471794950975508,0.016975112318920155,0.9588150453136209
initial_axis_x_compression,stiffness_std,0.3227783289509879,0.03829573933846402,0.9588150453136209
initial_axis_x_compression,stiffness_min,0.006425576157085132,0.0028681256662896498,0.9588150453136209
initial_axis_x_compression,stiffness_max,0.07926251195428999,0.013041761110628885,0.9588150453136209
initial_axis_x_compression,left_mean_degree,0.004585934308398864,0.0019475820893312583,0.9588150453136209
initial_axis_x_compression,right_mean_degree,0.0008121791016889289,0.0010237422820170627,0.9588150453136209
initial_axis_x_compression,top_mean_degree,0.00761097023383033,0.003338969897929949,0.9588150453136209
initial_axis_x_compression,bottom_mean_degree,0.007052818749557631,0.0029605943729737265,0.9588150453136209
initial_axis_x_compression,left_right_degree_asymmetry,0.0011109487039771078,0.001043602477791246,0.9588150453136209
initial_axis_x_compression,top_bottom_degree_asymmetry,7.209933643126127e-06,6.734622582042322e-05,0.9588150453136209
initial_axis_x_compression,hessian_lambda1,0.0003149460070216416,0.000614612916370775,0.9588150453136209
initial_axis_x_compression,hessian_lambda2,0.0,0.0,0.9588150453136209
initial_axis_x_compression,hessian_lambda3,0.0009770009985954997,0.00101903265262189,0.9588150453136209
initial_axis_x_compression,hessian_lambda4,0.012130617801645784,0.004312248994611625,0.9588150453136209
initial_axis_x_compression,hessian_lambda5,0.0005082797095993807,0.0007325695276833018,0.9588150453136209
initial_axis_x_compression,hessian_lambda6,0.001012516241330109,0.001242778927996446,0.9588150453136209
initial_axis_x_compression,hessian_lambda7,0.01472004327258118,0.004834426218609699,0.9588150453136209
initial_axis_x_compression,hessian_lambda8,0.15699182209787607,0.02615747303130969,0.9588150453136209
initial_axis_x_compression,hessian_lambda9,-8.353182224215432e-06,9.535409087533325e-05,0.9588150453136209
initial_axis_x_compression,hessian_lambda10,0.07341109604117355,0.013510400853674111,0.9588150453136209
initial_axis_x_compression,hessian_lambda11,0.3145556840699173,0.03911802998933864,0.9588150453136209
initial_axis_x_compression,hessian_lambda12,0.8158058515565244,0.114768976186243,0.9588150453136209
initial_axis_x_compression,hessian_mode5_participation,0.00457214787948617,0.002121743862002845,0.9588150453136209
initial_axis_x_compression,hessian_mode5_x_fraction,0.0002489256624901942,0.0005844283001183141,0.9588150453136209
initial_axis_x_compression,hessian_mode6_participation,2.3172671593352885e-06,5.892951886425386e-05,0.9588150453136209
initial_axis_x_compression,hessian_mode6_x_fraction,0.0007286743911035061,0.001096381519847317,0.9588150453136209
initial_axis_x_compression,hessian_gap_6_5,0.0018830202415224097,0.001809002976003871,0.9588150453136209
final_axis_x_compression,node_count,4.637561572859567,0.5597497927048241,0.7192742299935938
final_axis_x_compression,edge_count,19.81121388528637,2.547967488752,0.7192742299935938
final_axis_x_compression,edge_density,4.322836374256774,0.5517492373794011,0.7192742299935938
final_axis_x_compression,mean_degree,0.15967162178505423,0.0428827982115395,0.7192742299935938
final_axis_x_compression,std_degree,0.10007196830425791,0.029773139168517863,0.7192742299935938
final_axis_x_compression,max_degree,0.05382997110340629,0.023979840851070345,0.7192742299935938
final_axis_x_compression,min_degree,0.023371834376670585,0.01306886117344355,0.7192742299935938
final_axis_x_compression,x_span0,0.12119401144053187,0.038212860765655214,0.7192742299935938
final_axis_x_compression,y_span0,0.3517612452153908,0.07383242928392315,0.7192742299935938
final_axis_x_compression,aspect_ratio0,0.008065712933167976,0.007788076354390064,0.7192742299935938
