target,descriptor,pearson_r,abs_r
final_axis_p_ratio,left_mean_degree,0.036965126357593976,0.036965126357593976
final_axis_p_ratio,right_mean_degree,-0.06825819908758793,0.06825819908758793
final_axis_p_ratio,top_mean_degree,0.01710968283490812,0.01710968283490812
final_axis_p_ratio,bottom_mean_degree,-0.06987700501674517,0.06987700501674517
final_axis_p_ratio,left_right_degree_asymmetry,-0.06861718098094233,0.06861718098094233
final_axis_p_ratio,top_bottom_degree_asymmetry,0.0616017791452027,0.0616017791452027
final_axis_p_ratio,hessian_lambda1,,
final_axis_p_ratio,hessian_lambda2,,
final_axis_p_ratio,hessian_lambda3,,
final_axis_p_ratio,hessian_lambda4,0.5029549935422345,0.5029549935422345
final_axis_p_ratio,hessian_lambda5,0.5641205441677783,0.5641205441677783
final_axis_p_ratio,hessian_lambda6,0.49602606130181814,0.49602606130181814
final_axis_p_ratio,hessian_lambda7,0.6104435478090262,0.6104435478090262
final_axis_p_ratio,hessian_lambda8,0.6533378871381994,0.6533378871381994
final_axis_p_ratio,hessian_lambda9,0.6614753740002993,0.6614753740002993
final_axis_p_ratio,hessian_lambda10,0.6513615795855652,0.6513615795855652
final_axis_p_ratio,hessian_lambda11,0.6326516369309646,0.6326516369309646
final_axis_p_ratio,hessian_lambda12,0.6029516117740523,0.6029516117740523
final_axis_p_ratio,hessian_mode5_participation,0.4082997981810806,0.4082997981810806
final_axis_p_ratio,hessian_mode5_x_fraction,0.20991925387928034,0.20991925387928034
final_axis_p_ratio,hessian_mode6_participation,0.4437371460624537,0.4437371460624537
final_axis_p_ratio,hessian_mode6_x_fraction,-0.2242320483046609,0.2242320483046609
final_axis_p_ratio,hessian_gap_6_5,-0.061471276240415595,0.061471276240415595
slope_axis_p_ratio,node_count,-0.06741176829140097,0.06741176829140097
slope_axis_p_ratio,edge_count,-0.06455455549450426,0.06455455549450426
slope_axis_p_ratio,edge_density,0.03125961976971536,0.03125961976971536
slope_axis_p_ratio,mean_degree,0.14086187680808165,0.14086187680808165
slope_axis_p_ratio,std_degree,0.03853961126556474,0.03853961126556474
slope_axis_p_ratio,max_degree,-0.0018367677396829997,0.0018367677396829997
slope_axis_p_ratio,min_degree,-0.07805664280736484,0.07805664280736484
slope_axis_p_ratio,x_span0,-0.06686491834301543,0.06686491834301543
slope_axis_p_ratio,y_span0,-0.05136364381092907,0.05136364381092907
slope_axis_p_ratio,aspect_ratio0,-0.21682979937769992,0.21682979937769992
slope_axis_p_ratio,x_center0,-0.03761142061486275,0.03761142061486275
slope_axis_p_ratio,y_center0,0.03850360686973798,0.03850360686973798
slope_axis_p_ratio,edge_len_mean,-0.7843137154241807,0.7843137154241807
slope_axis_p_ratio,edge_len_std,-0.20656377724594704,0.20656377724594704
slope_axis_p_ratio,edge_len_min,0.5276329171660913,0.5276329171660913
slope_axis_p_ratio,edge_len_max,0.01842473469028413,0.01842473469028413
slope_axis_p_ratio,stiffness_mean,0.7021948463422517,0.7021948463422517
slope_axis_p_ratio,stiffness_std,-0.8324093879785459,0.8324093879785459
slope_axis_p_ratio,stiffness_min,0.8299051373405242,0.8299051373405242
slope_axis_p_ratio,stiffness_max,-0.49524991469772456,0.49524991469772456
slope_axis_p_ratio,left_mean_degree,0.07081429658843207,0.07081429658843207
slope_axis_p_ratio,right_mean_degree,-0.08387162693820432,0.08387162693820432
slope_axis_p_ratio,top_mean_degree,-0.006740698532414139,0.006740698532414139
slope_axis_p_ratio,bottom_mean_degree,-0.12760981434507793,0.12760981434507793
slope_axis_p_ratio,left_right_degree_asymmetry,-0.103287554193791,0.103287554193791
slope_axis_p_ratio,top_bottom_degree_asymmetry,0.08618193513556335,0.08618193513556335
slope_axis_p_ratio,hessian_lambda1,,
slope_axis_p_ratio,hessian_lambda2,,
slope_axis_p_ratio,hessian_lambda3,,
slope_axis_p_ratio,hessian_lambda4,0.49381608235976104,0.49381608235976104
slope_axis_p_ratio,hessian_lambda5,0.559780753765376,0.559780753765376
slope_axis_p_ratio,hessian_lambda6,0.5115611780377567,0.5115611780377567
slope_axis_p_ratio,hessian_lambda7,0.6117021671147713,0.6117021671147713
slope_axis_p_ratio,hessian_lambda8,0.6520755177211781,0.6520755177211781
slope_axis_p_ratio,hessian_lambda9,0.6713163945437581,0.6713163945437581
slope_axis_p_ratio,hessian_lambda10,0.6667879702495397,0.6667879702495397
slope_axis_p_ratio,hessian_lambda11,0.6588672471895174,0.6588672471895174
