case,case_short,original_sim_idx,frame,trajectory_progress,p_ratio,final_p_ratio,horizontal_strain,x_compression,vertical_strain,mean_abs_x_disp,mean_abs_y_disp,mean_x_disp,mean_y_disp,rms_disp,max_node_disp,z0,z1,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,lambda11,lambda12,soft_mode_gap_6_5
low final p-ratio,low_p,61,49,0.44545454545454544,-0.532276903034523,-0.5734598575106268,-0.004704142431586949,0.004704142431586949,-0.0021766156793413963,0.013109282590448856,0.008751400746405125,-0.0012040367582812905,0.0005405216361396015,0.01813637837767601,0.030620334669947624,0.6628701090812683,2.310347080230713,-0.00584153296158497,-2.708539676356052e-16,2.0958032738875487e-16,0.027271509725560132,0.03937894954895544,0.046684164404729375,0.056951606841001916,0.0687680154468368,0.07835855097324324,0.09669240665616888,0.10758647041119539,0.12255964558154474,0.007305214855773935
low final p-ratio,low_p,61,50,0.45454545454545453,-0.533466863293201,-0.5734598575106268,-0.004800037195544808,0.004800037195544808,-0.002227343173833531,0.01338178850710392,0.008956127800047398,-0.0012282041134312749,0.0005527782486751676,0.018526917323470116,0.03126957640051842,0.7096007466316223,2.3087475299835205,-0.005976845840888876,-2.336345727876289e-15,5.383002815069527e-16,0.027188262446773657,0.03932962498228024,0.04663673253037515,0.05684284892171519,0.06865366587586703,0.07829811679841865,0.0966096398291964,0.10751354321463925,0.12243315893517917,0.00730710754809491
low final p-ratio,low_p,61,51,0.4636363636363636,-0.5347409533262845,-0.5734598575106268,-0.0048950772824620445,0.0048950772824620445,-0.002278157086544562,0.013654889538884163,0.00916093960404396,-0.0012521857861429453,0.0005649576778523624,0.018918126821517944,0.03191154822707176,0.7550523281097412,2.3071889877319336,-0.006112628036419443,1.3183513841355223e-16,2.930724710215813e-15,0.02710475787086724,0.03927999312177737,0.04658972305911419,0.0567329853718594,0.06853711906401648,0.07823814300627906,0.09652699712289912,0.1074403478223435,0.12230620756050786,0.00730972993733682
low final p-ratio,low_p,61,52,0.4727272727272727,-0.5358385967139577,-0.5734598575106268,-0.004990972046419903,0.004990972046419903,-0.0023279339806288376,0.013928388245403767,0.009367261081933975,-0.0012770805042237043,0.000577703001908958,0.019310319796204567,0.03255310282111168,0.8037317991256714,2.305553674697876,-0.006249299136064456,-2.378588359718706e-15,-8.61665020831261e-16,0.02702164967723533,0.03923018432055725,0.046542333824068305,0.056622995044186546,0.06841735896532515,0.0781783488910729,0.09644240412901653,0.10736736735151,0.12217901182416312,0.007312149503511056
low final p-ratio,low_p,61,53,0.4818181818181818,-0.536998017499974,-0.5734598575106268,-0.0050859266656330775,0.0050859266656330775,-0.0023787478933398687,0.014201424084603786,0.00957405474036932,-0.0013021087506785989,0.0005899720708839595,0.019702289253473282,0.03319264203310013,0.8531707525253296,2.3038833141326904,-0.00638621922067646,-3.8712112335929456e-16,2.1288703046628982e-15,0.02693712118621343,0.039179966225652424,0.04649467500936435,0.05651339756140139,0.06830150760232913,0.0781180993917535,0.09635780940883112,0.10729272742327792,0.12205130959679085,0.007314708783711925
low final p-ratio,low_p,61,54,0.4909090909090909,-0.5380000203726152,-0.5734598575106268,-0.005181821429590936,0.005181821429590936,-0.002428524787424144,0.014474128372967243,0.00977946724742651,-0.0013261953135952353,0.000602180662099272,0.020093701779842377,0.03384407237172127,0.9006644487380981,2.302248239517212,-0.006523538141660367,1.5753467034749822e-16,6.916615446015068e-16,0.026852035987959703,0.03913044263862401,0.04644705176241127,0.05640342243610825,0.06818518316610865,0.07805824630295895,0.09627414677109473,0.10721932698401987,0.1219238028203637,0.00731660912378726
low final p-ratio,low_p,61,55,0.5,-0.5389953899538995,-0.5734598575106268,-0.0052767760488041104,0.0052767760488041104,-0.0024793387001351753,0.01474775467067957,0.009985641576349735,-0.0013510813005268574,0.0006144874496385455,0.02048601396381855,0.03448575362563133,0.9477784037590027,2.3006632328033447,-0.006661443803491222,-1.201485285050453e-15,-1.6923590153648493e-16,0.02676758952826596,0.03908077600199235,0.04639966002778717,0.05629464494551146,0.06807179656984247,0.07799881183055792,0.09619292734146173,0.1071447486220633,0.12179675514072069,0.007318884025794822
low final p-ratio,low_p,61,56,0.509090909090909,-0.54007601724629,-0.5734598575106268,-0.005372670812761969,0.005372670812761969,-0.002529979776408414,0.015020335093140602,0.010192527435719967,-0.0013753038365393877,0.0006261485978029668,0.020878063514828682,0.03512793406844139,0.9960618019104004,2.2989752292633057,-0.006800083088635911,3.457165123729934e-16,1.1644624710605094e-15,0.026681682601886452,0.03903058596251217,0.04635207495272485,0.056184859125852145,0.06795491133141747,0.07793920554205909,0.09610861966376341,0.10706978458921527,0.12166831054104746,0.007321488990212684
low final p-ratio,low_p,61,57,0.5181818181818182,-0.5411919073025306,-0.5734598575106268,-0.005467710899679206,0.005467710899679206,-0.002581657871308408,0.015293043106794357,0.010400393046438694,-0.0013999269576743245,0.0006391118513420224,0.02127121575176716,0.035779502242803574,1.0442875623703003,2.297363519668579,-0.006940436177047851,5.347240138181022e-16,9.731067245597183e-16,0.026595018538736866,0.038979934435293614,0.04630327358304226,0.05607309292338147,0.06783718454125438,0.07787871997547964,0.096023988940351,0.10699463284052517,0.12154018366335902,0.007323339147748645
low final p-ratio,low_p,61,58,0.5272727272727272,-0.5421707307823581,-0.5734598575106268,-0.005562750986596442,0.005562750986596442,-0.002632471784019439,0.015566373243927956,0.010607253760099411,-0.001424549613147974,0.0006515512941405177,0.021663984283804893,0.036421291530132294,1.0926915407180786,2.2956957817077637,-0.00708017107546308,-1.426313891431083e-15,4.610599133648479e-16,0.026509152962897492,0.03892949973919934,0.04625536229729238,0.055964152962316896,0.067722788683855,0.07781884220354456,0.09594156055394276,0.10691860859696005,0.12141251692776993,0.0073258625580930395
low final p-ratio,low_p,61,59,0.5363636363636364,-0.5430746863991351,-0.5734598575106268,-0.005657705605809616,0.005657705605809616,-0.002683112860292678,0.01583937741816044,0.01081387884914875,-0.0014491633046418428,0.0006636948091909289,0.02205631695687771,0.037070777267217636,1.1405268907546997,2.2940757274627686,-0.007220398076576456,-1.0039899715768807e-15,-9.131890620742718e-16,0.026423069462189502,0.03887939859993544,0.0462070847597025,0.055853323036313025,0.06760438166871699,0.07775912709951976,0.09585868087032819,0.10684303719285167,0.12128397814555328,0.007327686159767061
low final p-ratio,low_p,61,60,0.5454545454545454,-0.5439667179825526,-0.5734598575106268,-0.00575454051451216,0.00575454051451216,-0.002733926773003709,0.016112668439745903,0.011020153760910034,-0.0014736053999513388,0.0006763941491954029,0.02244928479194641,0.03771308809518814,1.1870688199996948,2.292454481124878,-0.00736162802143231,-1.6283043683106473e-15,6.974720670504067e-17,0.0263354971338443,0.03882863227577751,0.046159230026199885,0.05574360969910396,0.06749067969794545,0.0776995398912242,0.09577659014773345,0.10676593702530439,0.12115560076257939,0.007330597750422378
low final p-ratio,low_p,61,61,0.5545454545454546,-0.5449162242791863,-0.5734598575106268,-0.0058494951337253335,0.0058494951337253335,-0.0027846542674958437,0.01638522557914257,0.011228247545659542,-0.0014983124565333128,0.0006887379568070173,0.022842003032565117,0.03835495933890343,1.2356725931167603,2.290820598602295,-0.007502762751615988,-2.5146453587159163e-15,-2.5317949215378704e-16,0.026248398589546595,0.038778373382893916,0.04611042146537843,0.05563286292921288,0.06737347369730448,0.0776405997569948,0.09569185008911055,0.1066904967723629,0.12102844622374925,0.007332048082484513
low final p-ratio,low_p,61,62,0.5636363636363636,-0.5458479272888495,-0.5734598575106268,-0.005944449752938508,0.005944449752938508,-0.002836332362395838,0.016658300533890724,0.011436783708631992,-0.0015227178810164332,0.0007008823449723423,0.023235032334923744,0.0389968678355217,1.2860952615737915,2.2890827655792236,-0.007644916912731975,-1.0762639882220522e-15,1.6129733338640273e-15,0.026160933405877936,0.03872744424772079,0.04606213529804094,0.05552327801054648,0.06726001017783831,0.07758099451128964,0.09561004341911013,0.10661326418698144,0.12090021977995515,0.007334691050320155
low final p-ratio,low_p,61,63,0.5727272727272728,-0.5468276891126604,-0.5734598575106268,-0.006039489839855744,0.006039489839855744,-0.0028879240390769357,0.016930729150772095,0.011645208112895489,-0.0015469654463231564,0.0007132093887776136,0.02362876385450363,0.03964857757091522,1.3332592248916626,2.2874691486358643,-0.0077886120450251645,3.5103965270094836e-16,2.048032848962656e-15,0.026071580508497793,0.03867612780075876,0.04601262383831928,0.05541211905329479,0.06714302795726802,0.07752102924046542,0.09552515560041225,0.10653564773722192,0.12077153990867003,0.007336496037560515
low final p-ratio,low_p,61,64,0.5818181818181818,-0.5475292682717332,-0.5734598575106268,-0.00613452992677298,0.00613452992677298,-0.0029377873513801076,0.017203375697135925,0.011851232498884201,-0.0015719681978225708,0.0007260172860696912,0.024020573124289513,0.04029053822159767,1.3813410997390747,2.2858235836029053,-0.007931307443855345,-1.3367104023748828e-15,1.3846267510650026e-15,0.025983532575118214,0.03862592093458255,0.04596440519857902,0.055301642923334324,0.06702634015369957,0.07746217145897252,0.09544274949947579,0.10645761596153001,0.12064277090464258,0.00733848426399647
low final p-ratio,low_p,61,65,0.5909090909090909,-0.5483767304586086,-0.5734598575106268,-0.006229484545986154,0.006229484545986154,-0.0029885148458722423,0.017476588487625122,0.012059122323989868,-0.0015965687343850732,0.0007381780887953937,0.024414271116256714,0.04094276204705238,1.4291678667068481,2.2841856479644775,-0.008075007569240076,2.0882749926332337e-16,1.8641931148912873e-15,0.025895028073555742,0.03857480976479205,0.0459155271684226,0.0551914820817819,0.06691303651468825,0.07740276628645772,0.09536051067995832,0.10637993615732036,0.12051510392860511,0.007340717403630549
low final p-ratio,low_p,61,66,0.6,-0.5491339107261826,-0.5734598575106268,-0.006325379309944014,0.006325379309944014,-0.0030401929407722367,0.01775038242340088,0.012267042882740498,-0.001620883122086525,0.0007504203822463751,0.024808038026094437,0.041584767401218414,1.479340672492981,2.282447576522827,-0.008219682376604894,-2.8020099908400185e-16,2.609158849908599e-16,0.025804770525478922,0.03852370142367767,0.045866375029020134,0.055080754301968,0.06679716045442231,0.07734334980935599,0.0952762787280898,0.106300849737713,0.1203862903347924,0.007342673605342465
low final p-ratio,low_p,61,67,0.6090909090909091,-0.5498872072515484,-0.5734598575106268,-0.006420333929157187,0.006420333929157187,-0.003091006853483268,0.018022887408733368,0.012474942952394485,-0.0016453434946015477,0.000763057847507298,0.025201240554451942,0.0422365702688694,1.5273534059524536,2.280797243118286,-0.00836444272497561,7.125106693433766e-16,1.0504862456899162e-15,0.025715492842190286,0.03847270482828126,0.04581660048623489,0.05497023890198192,0.06668266253172604,0.07728375723899937,0.09519440626226176,0.1062225780066377,0.12025816136992275,0.007343895657953632
low final p-ratio,low_p,61,68,0.6181818181818182,-0.550704373338075,-0.5734598575106268,-0.006515374016074424,0.006515374016074424,-0.003142598530164366,0.018295980989933014,0.01268358901143074,-0.0016701241256669164,0.0007755551487207413,0.025595074519515038,0.04286884889006615,1.5766451358795166,2.27911639213562,-0.008509965142804277,-3.6736826746229715e-15,-4.536496407663901e-17,0.02562487497964284,0.03842144273391038,0.04576767584521522,0.05486030151457609,0.06656839980379828,0.07722487665304768,0.09511060169215196,0.10614376518479503,0.12013064275211667,0.007346233111304841
low final p-ratio,low_p,61,69,0.6272727272727273,-0.5514379694008394,-0.5734598575106268,-0.0066104141029916606,0.0066104141029916606,-0.0031933260246565006,0.01856948621571064,0.01289251260459423,-0.0016950429417192936,0.0007876977324485779,0.025989379733800888,0.043521154671907425,1.624679446220398,2.2774453163146973,-0.008656543552953032,-1.320918165505557e-15,-8.569659757256007e-16,0.025534713871329478,0.03836998904892647,0.04571865562012093,0.054750222763172034,0.0664536251838666,0.07716639170912362,0.09502903891007718,0.10606410632321749,0.12000215480013844,0.0073486665711944635
low final p-ratio,low_p,61,70,0.6363636363636364,-0.5522008431266339,-0.5734598575106268,-0.006706308866949519,0.006706308866949519,-0.003245868301745458,0.018841959536075592,0.013100559823215008,-0.0017186944605782628,0.0008001476526260376,0.02638251706957817,0.04416324943304062,1.6745151281356812,2.2757601737976074,-0.008803703681845743,-5.063639553842786e-16,2.438272380906527e-15,0.025443093287202623,0.03831813793098882,0.045668173084462436,0.05463743590257786,0.06633678318255445,0.07710581354656282,0.09494506907913963,0.1059830922479681,0.1198723739397193,0.007350035153473614
low final p-ratio,low_p,61,71,0.6454545454545455,-0.5529120390077783,-0.5734598575106268,-0.006801178018458631,0.006801178018458631,-0.003296682214456489,0.019114792346954346,0.013310019858181477,-0.0017440433148294687,0.0008128203917294741,0.02677665837109089,0.04481515660881996,1.7230329513549805,2.274073362350464,-0.008950520530488013,-2.1911973199631037e-15,-2.008091582673174e-15,0.02535238695510111,0.03826702329539999,0.045618863484213304,0.05452957585316797,0.06622569231708307,0.07704766945187866,0.09486406905381564,0.10590359725331112,0.11974546972247876,0.007351840188813311
low final p-ratio,low_p,61,72,0.6545454545454545,-0.5536536039989316,-0.5734598575106268,-0.006896218105375868,0.006896218105375868,-0.0033492244915454463,0.019388137385249138,0.01351983193308115,-0.0017684532795101404,0.0008254318963736296,0.02717174030840397,0.04545728117227554,1.7730988264083862,2.272362470626831,-0.009099527136347116,-6.680228847640119e-16,-2.234118981586488e-16,0.02525912561440163,0.03821466639597806,0.04556811231322002,0.054416891727229647,0.06610963736415534,0.07698740273365673,0.09477879773634879,0.10582136530896902,0.1196157404434544,0.007353445917241963
low final p-ratio,low_p,61,73,0.6636363636363637,-0.5542985744177995,-0.5734598575106268,-0.0069921128693337265,0.0069921128693337265,-0.003399951986037581,0.019661111757159233,0.013727815821766853,-0.0017930554458871484,0.0008379407227039337,0.027565492317080498,0.046109192073345184,1.8216758966445923,2.2706942558288574,-0.009247674769453313,2.368098264874414e-16,2.3881806739533874e-15,0.025167755825418487,0.038163473467305045,0.04551840168686151,0.054306476991467824,0.06599467129751051,0.07692915041341564,0.09469778221832081,0.10574052666683265,0.11948788034624634,0.007354928219556467
low final p-ratio,low_p,61,74,0.6727272727272727,-0.554959944761636,-0.5734598575106268,-0.007086212811506278,0.007086212811506278,-0.003451543662718679,0.019934682175517082,0.013936220668256283,-0.0018173604039475322,0.0008495484362356365,0.027959514409303665,0.04675405099987984,1.8702409267425537,2.269011974334717,-0.009397009767630958,2.578588297047731e-16,7.004505792856305e-16,0.025073676560013705,0.03811155106931592,0.045466992396346884,0.054194954531066646,0.06587960965629126,0.07686954860798034,0.09461244047746394,0.10565949293475832,0.11935953519716914,0.007355441327030962
low final p-ratio,low_p,61,75,0.6818181818181818,-0.5556532249203384,-0.5734598575106268,-0.007182193043168199,0.007182193043168199,-0.0035032217576186735,0.020207829773426056,0.014145998284220695,-0.0018420398700982332,0.0008623860776424408,0.02835465595126152,0.04739399999380112,1.9198215007781982,2.267282247543335,-0.009547223982183495,4.157471345646343e-16,2.6013849207129034e-15,0.024980271044953047,0.03805905705190014,0.04541702898961995,0.05408376783654517,0.0657660973706178,0.07681091965228806,0.09452943435150686,0.1055774377594665,0.11923092924436483,0.007357971937719809
low final p-ratio,low_p,61,76,0.6909090909090909,-0.5563057527433602,-0.5734598575106268,-0.007276207517636688,0.007276207517636688,-0.0035557640347076308,0.020481161773204803,0.014355056919157505,-0.0018667398253455758,0.0008753129513934255,0.02874881587922573,0.04804595559835434,1.97133469581604,2.2655141353607178,-0.009697014233185308,-1.9213826285800263e-15,-6.536651100496895e-16,0.02488783141272667,0.038007509381868365,0.04536686333815897,0.05397405443005099,0.06565197834114021,0.07675185113865203,0.09444876290213064,0.10549458916086639,0.11910350074034523,0.007359353956290608
low final p-ratio,low_p,61,77,0.7,-0.556931681981622,-0.5734598575106268,-0.007372102281594547,0.007372102281594547,-0.003606577947418662,0.020754864439368248,0.014564186334609985,-0.001891135354526341,0.0008869941812008619,0.029144229367375374,0.04869041219353676,2.0195319652557373,2.263831615447998,-0.009848653364646243,1.6186509573726768e-16,4.995712932721187e-16,0.024792901388680868,0.03795523047177435,0.04531588784957663,0.05386389707255119,0.06554048399686574,0.07669266362578027,0.09436614380573766,0.10541161672687092,0.11897518253620312,0.007360657377802282
low final p-ratio,low_p,61,78,0.7090909090909091,-0.5575117784178539,-0.5734598575106268,-0.007467142368511783,0.007467142368511783,-0.003659120224507619,0.021028606221079826,0.014773217961192131,-0.0019151488086208701,0.0009002275764942169,0.029539013281464577,0.049342863261699677,2.0683960914611816,2.2621729373931885,-0.01000075920832795,-2.734001498571132e-15,-1.9071774371883197e-16,0.024697967466597543,0.03790269907467817,0.04526486637692914,0.053752628411925706,0.06542760349796992,0.07663346322661758,0.09428294254293428,0.10532780710081792,0.11884803919395584,0.00736216730225097
low final p-ratio,low_p,61,79,0.7181818181818181,-0.558136624369894,-0.5734598575106268,-0.007562096987724957,0.007562096987724957,-0.0037107983194076136,0.021302444860339165,0.014983334578573704,-0.0019405068596825004,0.0009121788898482919,0.02993454970419407,0.04998510703444481,2.1183111667633057,2.260427951812744,-0.010152773618225752,-2.0635171064581267e-15,5.0220347707115226e-17,0.024603690469226964,0.03785038893419496,0.04521474843936565,0.053642342396912936,0.06531317757573488,0.07657517614306862,0.09420057992624015,0.10524411133868175,0.11871962917843226,0.007364359505170684
low final p-ratio,low_p,61,80,0.7272727272727273,-0.5587786993298912,-0.5734598575106268,-0.007657137074642194,0.007657137074642194,-0.0037615258138997483,0.0215750839561224,0.015193875879049301,-0.001965003553777933,0.0009251612355001271,0.030329903587698936,0.05063711851835251,2.1671090126037598,2.2587316036224365,-0.010306399778786736,-1.6428853606848833e-15,4.671578257252797e-16,0.024508253125508344,0.03779796039004108,0.04516274099130741,0.0535297876920083,0.06519700605081981,0.07651584764265734,0.09411757762981048,0.10515894087522848,0.11859100570950679,0.00736478060126633
low final p-ratio,low_p,61,81,0.7363636363636363,-0.5594019122533397,-0.5734598575106268,-0.007753031838600053,0.007753031838600053,-0.0038140680909887056,0.021848570555448532,0.015404139645397663,-0.0019890007097274065,0.0009380197734571993,0.030725209042429924,0.05127938464283943,2.2166457176208496,2.2570271492004395,-0.010459936764105782,-3.4226654587876077e-15,-1.6019328479934682e-16,0.024412482857327788,0.037745021104596155,0.04511176085338236,0.05341816742136354,0.0650831106194361,0.07645784764449542,0.094034738215578,0.10507483778108048,0.118463813003817,0.007366739748786204
low final p-ratio,low_p,61,82,0.7454545454545455,-0.5599590092564065,-0.5734598575106268,-0.007847131780772605,0.007847131780772605,-0.0038656597676698036,0.022122381255030632,0.015613125637173653,-0.0020140933338552713,0.0009504877380095422,0.031120091676712036,0.05192166566848755,2.2672269344329834,2.255263566970825,-0.010614466539965882,-2.0729229735229696e-15,-1.0502047328495071e-15,0.024315731499367454,0.037692653561091326,0.04506012358874894,0.053308620672083466,0.06497121668066437,0.07639887293792731,0.09395205823069355,0.10498847637125623,0.11833611088463838,0.007367470027657613
low final p-ratio,low_p,61,83,0.7545454545454545,-0.5605161290322581,-0.5734598575106268,-0.007943026544730463,0.007943026544730463,-0.003918288462977657,0.022395124658942223,0.01582290045917034,-0.0020386544056236744,0.0009626513929106295,0.03151475638151169,0.052574172616004944,2.3174126148223877,2.253547430038452,-0.010769040127881123,-1.7690056828108575e-15,2.9315632818151995e-16,0.024220181506297157,0.0376403146322978,0.045008346746415,0.0531971432229164,0.06485763291014665,0.07633965795271759,0.093871916021174,0.10490272726064218,0.11820878225394639,0.007368032114117198
low final p-ratio,low_p,61,84,0.7636363636363637,-0.5610583712537267,-0.5734598575106268,-0.008037981163943638,0.008037981163943638,-0.003970830740066615,0.022668244317173958,0.016033323481678963,-0.002063256222754717,0.0009751619072631001,0.03191003575921059,0.05321647599339485,2.366508960723877,2.2518277168273926,-0.01092417921549675,-1.0568208760273329e-15,3.910558363750951e-15,0.024123028446471018,0.03758757475831647,0.044957370250371956,0.05308727149087152,0.06474533922193726,0.07628159225159879,0.09378894290925002,0.10481670687779582,0.1180830237107869,0.007369795492055485
low final p-ratio,low_p,61,85,0.7727272727272727,-0.5616358702674764,-0.5734598575106268,-0.008132935783156811,0.008132935783156811,-0.004022422416747712,0.022941719740629196,0.016243819147348404,-0.0020876219496130943,0.000987640698440373,0.03230592608451843,0.05387082323431969,2.417104721069336,2.25006103515625,-0.011080746829234685,-2.1783573478509956e-15,-1.318757649581259e-15,0.024024881669640643,0.037534564274995366,0.04490453112607328,0.052975468552684556,0.06463077533986618,0.07622212153857816,0.09370581460853473,0.10472946047485063,0.11795476204687602,0.007369966851077915
low final p-ratio,low_p,61,86,0.7818181818181819,-0.5622872832923598,-0.5734598575106268,-0.008228916014818732,0.008228916014818732,-0.00407496469383667,0.023214982822537422,0.016456160694360733,-0.0021122803445905447,0.0010005275253206491,0.03270227462053299,0.054513148963451385,2.4690144062042236,2.2482831478118896,-0.011238335971563094,-5.536935226195918e-16,5.417607033771076e-16,0.023927037382936233,0.03748098745384547,0.04485238897577229,0.05286316191474144,0.06451630098409837,0.07616280780014101,0.09362292463367423,0.1046412583890345,0.11782687765610465,0.007371401521926821
low final p-ratio,low_p,61,87,0.7909090909090909,-0.5628404607858608,-0.5734598575106268,-0.008323015956991284,0.008323015956991284,-0.004127506970925628,0.023488251492381096,0.01666681095957756,-0.002136676339432597,0.0010129266884177923,0.033097777515649796,0.05516570061445236,2.518157720565796,2.246595621109009,-0.011395238024365543,-1.4624695920619874e-16,-4.4782555683329577e-17,0.023829306240294237,0.037427987107298034,0.044800332600012524,0.05275388296473236,0.06440682903882089,0.07610522376066901,0.09354121020961617,0.10455489838992572,0.11770272146343011,0.00737234549271449
low final p-ratio,low_p,61,88,0.8,-0.5633779086818967,-0.5734598575106268,-0.008417970576204458,0.008417970576204458,-0.0041800492480145845,0.023761797696352005,0.016877882182598114,-0.0021611179690808058,0.0010259945411235094,0.03349408879876137,0.05580804869532585,2.567824125289917,2.2448480129241943,-0.011553732554893736,-6.860962947957974e-16,-4.9782330709362706e-17,0.023729341952662047,0.03737457786220713,0.044747677307068655,0.05264196060692368,0.06429363149405923,0.07604627711597423,0.09345787896699631,0.10446504217085543,0.1175761382307887,0.007373099444861524
low final p-ratio,low_p,61,89,0.8090909090909091,-0.5638777663295965,-0.5734598575106268,-0.008512925195417633,0.008512925195417633,-0.004231727342914579,0.02403523586690426,0.017087893560528755,-0.0021861817222088575,0.0010386569192633033,0.03388971462845802,0.056460149586200714,2.6194114685058594,2.243075370788574,-0.01171227523362077,9.407265055173808e-16,1.1901449100562325e-15,0.02363047933277893,0.03732126560443964,0.04469546581810032,0.05253102201716203,0.06418225910787222,0.0759877460995277,0.09337631241909469,0.10437714078737506,0.11744943257488889,0.007374200213660684
low final p-ratio,low_p,61,90,0.8181818181818182,-0.5643993240069064,-0.5734598575106268,-0.00860881995937549,0.00860881995937549,-0.004284269620003537,0.02430819347500801,0.017298778519034386,-0.0022103029768913984,0.001051068538799882,0.03428547829389572,0.057102516293525696,2.6696107387542725,2.2413172721862793,-0.011872020670255003,-1.454393858586322e-15,1.6410352988597094e-16,0.023530681149238012,0.03726790219744414,0.04464227799260341,0.0524209259654978,0.06406967596210297,0.07592910804538344,0.09329322637537935,0.10428699553165721,0.11732253676089226,0.007374375795159267
low final p-ratio,low_p,61,91,0.8272727272727273,-0.5648467149761369,-0.5734598575106268,-0.008703005369252104,0.008703005369252104,-0.00433594771490353,0.024581966921687126,0.017509043216705322,-0.0022347739432007074,0.0010636755032464862,0.03468140587210655,0.05774492025375366,2.7196195125579834,2.2395713329315186,-0.012032041027266188,-1.5899230971063206e-15,3.4973506550779132e-15,0.023430362916371284,0.03721446211933326,0.04458926643465352,0.0523100135143102,0.06395708562839439,0.07587082346827088,0.09321031495202292,0.10419827747415575,0.11719867479038747,0.007374804315320255
low final p-ratio,low_p,61,92,0.8363636363636363,-0.5653455715163849,-0.5734598575106268,-0.008798900133209964,0.008798900133209964,-0.004388489991992488,0.024854950606822968,0.017720721662044525,-0.0022599550429731607,0.001075866399332881,0.035077501088380814,0.05839979648590088,2.7691798210144043,2.2378671169281006,-0.012193004664124872,-1.8245149359518155e-15,2.450235336838394e-15,0.023330528416217577,0.03716105398302385,0.04453639136305973,0.052200330545902826,0.06384597009157533,0.07581238817126125,0.09312998394950467,0.10410721250575189,0.11707229031479614,0.00737533738003588
low final p-ratio,low_p,61,93,0.8454545454545455,-0.5658924797203954,-0.5734598575106268,-0.008892914607678453,0.008892914607678453,-0.004441032269081445,0.025127481669187546,0.017932409420609474,-0.002283903071656823,0.001088532735593617,0.035473354160785675,0.05904221534729004,2.8202056884765625,2.2360711097717285,-0.012354341829977864,1.585488587968153e-16,2.0271735002158287e-15,0.023229181854499698,0.03710739902959763,0.04448359147837258,0.05208867981930813,0.06373296212847142,0.07575419791382591,0.09304628560896416,0.10401562545956708,0.11694698829627674,0.007376192448774951
low final p-ratio,low_p,61,94,0.8545454545454545,-0.5664081208312405,-0.5734598575106268,-0.00898795469459569,0.00898795469459569,-0.004494611564797159,0.025401225313544273,0.01814376935362816,-0.0023083677515387535,0.0011013599578291178,0.03587029501795769,0.05969436094164848,2.8708512783050537,2.23433518409729,-0.01251731553633826,-8.231234882250786e-16,2.146503643394474e-15,0.023127994749862515,0.037053140579217395,0.044429853176691854,0.051977484342715735,0.06362040323274328,0.07569528434743288,0.09296483309160009,0.10392408222743792,0.11682147225430271,0.007376712597474459
low final p-ratio,low_p,61,95,0.8636363636363636,-0.5668400369856681,-0.5734598575106268,-0.009082994781512926,0.009082994781512926,-0.0045471538418861155,0.02567523531615734,0.01835458166897297,-0.0023333376739174128,0.001113926526159048,0.03626658767461777,0.060348838567733765,2.9228053092956543,2.2324931621551514,-0.01267918681442256,5.465433013329325e-16,3.6072432336594895e-15,0.023026983812329028,0.03699969285086095,0.04437659704943025,0.05186781687767255,0.06350999134181574,0.07563672153606296,0.09288399338123628,0.10383191975342129,0.1166973874882052,0.0073769041985692965
low final p-ratio,low_p,61,96,0.8727272727272727,-0.5673559721380288,-0.5734598575106268,-0.0091779494007261,0.0091779494007261,-0.004598745518567214,0.025948451831936836,0.018566416576504707,-0.0023580824490636587,0.0011262131156399846,0.03666280582547188,0.060991719365119934,2.9723644256591797,2.230747938156128,-0.012842818516621038,-9.175915249811136e-16,1.9493521273103247e-15,0.022924760607261407,0.03694568397188788,0.04432297500118237,0.051756839138903825,0.06339786113017223,0.07557871641527746,0.09280179515120865,0.10373972052770421,0.11657191167904717,0.007377291029294485
low final p-ratio,low_p,61,97,0.8818181818181818,-0.5678015982613814,-0.5734598575106268,-0.009272904019939273,0.009272904019939273,-0.004651374213875068,0.026222078129649162,0.01877746172249317,-0.0023822321090847254,0.001139225554652512,0.03705936297774315,0.06163414940237999,3.022947072982788,2.2289929389953613,-0.01300701117781853,-4.423038496036885e-16,1.6814187584801328e-16,0.022820858954849147,0.036891655899851564,0.044268267796879576,0.0516454412414892,0.06328496764579998,0.0755202268190178,0.09271698694224886,0.10364722487809837,0.1164490958355243,0.0073766118970280126
low final p-ratio,low_p,61,98,0.8909090909090909,-0.568200532138356,-0.5734598575106268,-0.009368798783897132,0.009368798783897132,-0.0047039164909640245,0.026496194303035736,0.018988804891705513,-0.0024067519698292017,0.0011517126113176346,0.037456367164850235,0.06228632107377052,3.075425624847412,2.227137804031372,-0.013172038646628387,3.7638061962449353e-16,3.1698562686724904e-15,0.022719140827987146,0.03683733716879826,0.04421550524896855,0.05153568933019804,0.0631745017001428,0.0754616093628881,0.09263789263949962,0.1035527255591948,0.11632425899148566,0.0073781680801702915
