split,sim_idx,final_p_ratio,mean_frame_p_ratio,frames,mean_z0,final_z0,slope_z0,range_z0,mean_z1,final_z1,slope_z1,range_z1,mean_z0_aligned,final_z0_aligned,slope_z0_aligned,range_z0_aligned,mean_z1_aligned,final_z1_aligned,slope_z1_aligned,range_z1_aligned
test,79,-0.4733047013994222,-0.42512715366692466,161,0.563279106218067,1.0781407356262207,1.062633242458105,1.062633242458105,0.4922441004411034,0.972655713558197,0.9922330044209957,0.9922330044209957,0.6066081164330337,1.4996571428992627,1.8073228987302117,1.8073228987302117,-1.4336581887580166,0.7028257652659029,4.265836970347151,4.265836970347151
test,80,0.35754182064374174,0.35713562949321137,151,1.4143524264657734,2.7866427898406982,2.7489176504313946,2.7489176504313946,1.2642926327538806,2.5442681312561035,2.564257523044944,2.564257523044944,3.210874977310562,5.616371503826388,4.805242224752449,4.805242224752449,6.618321403923195,12.413803587203041,11.555771305610373,11.555771305610373
test,81,-0.3386047566176201,-0.2917108665070417,163,0.7162573879093297,1.3741517066955566,1.354903845116496,1.354903845116496,0.6299099867329275,1.2451138496398926,1.2672526966780424,1.2672526966780424,1.131323437713414,2.2045128883653207,2.1964962608124887,2.1964962608124887,0.24049418959774208,2.6981956758998358,5.0066697828108655,5.0066697828108655
test,82,-0.2792191185246228,-0.23591403111826947,188,0.8752291958897989,1.677741527557373,1.6426375694572926,1.6426375694572926,0.7695424896863071,1.5193771123886108,1.5351304672658443,1.5351304672658443,1.8516901420777974,3.1915993547934067,2.7264086987859337,2.7264086987859337,2.681879660492765,5.803301991533466,6.32418568741647,6.32418568741647
test,83,-0.3408093698103313,-0.3054608346699833,149,0.6285348757351404,1.2001709938049316,1.1743923760950565,1.1743923760950565,0.5483057684446341,1.0820432901382446,1.0969997737556696,1.0969997737556696,0.9664596655218444,1.940090224665449,1.9763645103452419,1.9763645103452419,-0.17443513418464027,2.125927508605006,4.630179071220605,4.630179071220605
test,84,0.3437884787174968,0.34340314662440025,178,1.4181624696788828,2.771716594696045,2.713426250964403,2.713426250964403,1.26778424574125,2.5308475494384766,2.532359628006816,2.532359628006816,3.2207278116754465,5.5645834046818194,4.681412745813487,4.681412745813487,6.647131763086428,12.248086048768073,11.158971917505013,11.158971917505013
test,85,0.07935315397013996,0.09003586027561482,158,1.3746035146185114,2.658966302871704,2.585875913500786,2.585875913500786,1.2356241678677593,2.4352705478668213,2.4153170455247164,2.4153170455247164,2.7116884173241025,4.877041179697299,4.359355093156532,4.359355093156532,4.729302812318901,9.808765281261998,10.225690864509797,10.225690864509797
test,86,0.13163828852070553,0.13916590841488638,169,1.3654602329362426,2.6824798583984375,2.6432079151272774,2.6432079151272774,1.2242135474590596,2.4540488719940186,2.4682413628324866,2.4682413628324866,2.842931050101953,5.0793766322196845,4.488000820985146,4.488000820985146,5.280834368613245,10.553707791411878,10.580612542655027,10.580612542655027
test,87,-0.06735705102337672,-0.04763042465576145,115,1.1755283698034675,2.3168623447418213,2.3090224536135793,2.3090224536135793,1.0459245484970185,2.113081455230713,2.1588008105754852,2.1588008105754852,2.5679360307157575,4.435685068633855,3.78652953774146,3.78652953774146,4.71088092177881,8.998411684114018,8.70573528070203,8.70573528070203
test,88,-0.39993156530899415,-0.36445184734775554,143,0.7006064105544474,1.3448827266693115,1.3160666301846504,1.3160666301846504,0.6170426001707157,1.2191823720932007,1.2303845081478357,1.2303845081478357,1.0154607873234678,2.0832838780618554,2.1613003393806283,2.1613003393806283,-0.17995509744763183,2.2943874059238336,4.974418032480161,4.974418032480161
test,89,-0.2955698868201818,-0.25634476018222935,180,0.8847266024806433,1.70582115650177,1.6759378500282764,1.6759378500282764,0.7834102779316405,1.5511115789413452,1.567129224538803,1.567129224538803,1.612401214240697,2.957574634892539,2.7368250502465776,2.7368250502465776,1.6963890246549125,4.786855749436947,6.272649290080119,6.272649290080119
test,90,-0.11902162439303918,-0.09094063567059313,178,1.071937671454435,2.0980217456817627,2.082125898450613,2.082125898450613,0.9538119089883867,1.912959337234497,1.9462769143283367,1.9462769143283367,2.1559520117351973,3.8478644058003773,3.4343154109441123,3.4343154109441123,3.35013039813542,7.255867716923682,7.929888094451611,7.929888094451611
test,91,0.1881998080526484,0.19217919639426337,151,1.5286590133035025,2.9949092864990234,2.9392321296036243,2.9392321296036243,1.3752256033214314,2.7442467212677,2.7443894371390343,2.7443894371390343,3.1907351591076307,5.689075244933491,5.004982411968234,5.004982411968234,6.217432970714583,12.121770862932,11.823089039489643,11.823089039489643
test,92,-0.481852099538911,-0.4397329140022144,154,0.4787111595823345,0.9313943982124329,0.9384164973162115,0.9384164973162115,0.4116229128407,0.8354441523551941,0.8791176714003086,0.8791176714003086,0.5473809948737127,1.2596399600326915,1.4493195800485235,1.4493195800485235,-1.4341126189408353,0.1520701270081659,3.1791754012509523,3.1791754012509523
test,93,-0.4068555070061775,-0.3591214631486107,140,0.6137352230359934,1.211166262626648,1.236269498243928,1.236269498243928,0.5338696817002658,1.094086766242981,1.1593699753284454,1.1593699753284454,0.972808608116019,1.86801719339259,1.8469629869034172,1.8469629869034172,-0.1075382081826939,1.806314997354896,3.9383128751693874,3.9383128751693874
test,94,-0.37791896579959694,-0.33258437722471695,158,0.8368841494091704,1.5882327556610107,1.5427460707724094,1.5427460707724094,0.7416901989380205,1.44317626953125,1.440849071368575,1.440849071368575,1.380165962476013,2.6624068059313992,2.608003821332138,2.608003821332138,0.8997784333854514,3.9334242877970116,6.129514644427504,6.129514644427504
test,95,-0.31840194165154506,-0.27289950277251085,151,0.8216323412535403,1.5973551273345947,1.5859772432595491,1.5859772432595491,0.7225709871222444,1.4480894804000854,1.4834308438003063,1.4834308438003063,1.6034475758446416,2.862100505871106,2.5683766438848323,2.5683766438848323,1.83724257683478,4.708091715662471,5.849624598119307,5.849624598119307
test,96,0.17662705918596525,0.17983789072338335,163,1.5188645560614353,3.0111520290374756,2.9903901126235723,2.9903901126235723,1.3621139494942192,2.7549924850463867,2.7912074513733387,2.7912074513733387,3.3767144073379947,5.942575300239421,5.140566198254708,5.140566198254708,6.990131137041021,13.09210830210715,12.223107165723961,12.223107165723961
test,97,0.3482703772786049,0.3480437342929538,187,1.4207390942237275,2.7797691822052,2.7253544740378857,2.7253544740378857,1.2720873573406495,2.5403354167938232,2.543661817908287,2.543661817908287,3.128177762837191,5.477689678403616,4.693309779383526,4.693309779383526,6.26904439065398,11.877326220423495,11.173234089579521,11.173234089579521
test,98,0.18759853886729774,0.18975887539610817,166,1.495427140539669,2.94189453125,2.8994849361479282,2.8994849361479282,1.3430323085175402,2.693336248397827,2.706791738048196,2.706791738048196,3.1936381579750712,5.670845498407186,4.96209843312416,4.96209843312416,6.322151548728849,12.197219213083702,11.762578353456334,11.762578353456334
test,99,0.04117477594834443,0.05146131237368255,169,1.3701006827446132,2.6601388454437256,2.594739109277725,2.594739109277725,1.230563789209318,2.4359869956970215,2.4245110359042883,2.4245110359042883,2.747758257656309,4.898369531628532,4.327527209797022,4.327527209797022,4.886456073289658,9.890948647446745,10.073322346042954,10.073322346042954
