target,descriptor,mse_increase_when_permuted,target_r2
final_z1_aligned,y_span0,0.0012279332755254016,0.9796629045921307
final_z1_aligned,aspect_ratio0,0.0011934514877517122,0.9796629045921307
final_z1_aligned,edge_len_mean,0.3280533734269108,0.9796629045921307
final_z1_aligned,edge_len_std,1.077357558634309,0.9796629045921307
final_z1_aligned,edge_len_min,0.519571628920511,0.9796629045921307
final_z1_aligned,edge_len_max,0.00012200659223565377,0.9796629045921307
final_z1_aligned,stiffness_mean,0.3082070761886564,0.9796629045921307
final_z1_aligned,stiffness_std,0.7983470297693646,0.9796629045921307
final_z1_aligned,stiffness_min,0.03294870943496976,0.9796629045921307
final_z1_aligned,stiffness_max,0.027820499674294185,0.9796629045921307
slope_z1_aligned,node_count,0.2809543379944718,0.971265592412958
slope_z1_aligned,edge_count,1.0605171283187294,0.971265592412958
slope_z1_aligned,edge_density,0.7485293366018884,0.971265592412958
slope_z1_aligned,mean_degree,0.006581320699464509,0.971265592412958
slope_z1_aligned,std_degree,0.0017750732907569795,0.971265592412958
slope_z1_aligned,max_degree,0.00017219520206553443,0.971265592412958
slope_z1_aligned,x_span0,0.2564323214776453,0.971265592412958
slope_z1_aligned,y_span0,0.5593586449908873,0.971265592412958
slope_z1_aligned,aspect_ratio0,0.0016811835780241348,0.971265592412958
slope_z1_aligned,edge_len_mean,0.7170416755989908,0.971265592412958
slope_z1_aligned,edge_len_std,2.731996897568535,0.971265592412958
slope_z1_aligned,edge_len_min,0.7596359490832825,0.971265592412958
slope_z1_aligned,edge_len_max,0.014788218855012414,0.971265592412958
slope_z1_aligned,stiffness_mean,0.10556036613646608,0.971265592412958
slope_z1_aligned,stiffness_std,0.7831539613230012,0.971265592412958
slope_z1_aligned,stiffness_min,0.04386190599406298,0.971265592412958
slope_z1_aligned,stiffness_max,0.042513485022903835,0.971265592412958
range_z1_aligned,node_count,0.27084254462026836,0.971265592412958
range_z1_aligned,edge_count,1.2642764249210405,0.971265592412958
range_z1_aligned,edge_density,0.6842503936793236,0.971265592412958
range_z1_aligned,mean_degree,0.007721761598912628,0.971265592412958
range_z1_aligned,std_degree,0.0015028420008069768,0.971265592412958
range_z1_aligned,max_degree,0.00026771802676308146,0.971265592412958
range_z1_aligned,x_span0,0.2297633191294529,0.971265592412958
range_z1_aligned,y_span0,0.6202289047758758,0.971265592412958
range_z1_aligned,aspect_ratio0,0.0012558268519138188,0.971265592412958
range_z1_aligned,edge_len_mean,0.6012186572173118,0.971265592412958
range_z1_aligned,edge_len_std,2.8119347602580387,0.971265592412958
range_z1_aligned,edge_len_min,0.8490267063408343,0.971265592412958
range_z1_aligned,edge_len_max,0.014215028320331786,0.971265592412958
range_z1_aligned,stiffness_mean,0.12249972735516418,0.971265592412958
range_z1_aligned,stiffness_std,1.0957915899740014,0.971265592412958
range_z1_aligned,stiffness_min,0.06396427332297462,0.971265592412958
range_z1_aligned,stiffness_max,0.05774373576718059,0.971265592412958
