split,sim_idx,final_p_ratio,edge_count,stiffness_mean,stiffness_std,near_zero_stiffness_threshold,near_zero_stiffness_edge_count,near_zero_stiffness_edge_fraction,horizontal_stiffness,vertical_stiffness,diagonal_stiffness,z0,latent_dim,repeat,seed,train_networks,train_frames_per_network,z1
val,3,-0.18996567826885782,313,0.6232783614517228,0.39310878855225095,0.001,2,0.006389776357827476,0.6632268612983269,0.8312330647638321,0.28126862666267255,-4.638431549072266,1,1,414972824,2,4,
val,4,-0.3247762104239115,308,0.6495018737498738,0.3847278533447648,0.001,1,0.003246753246753247,0.7058710879413411,0.7960543890377474,0.37679234632274267,-5.112834930419922,1,1,414972824,2,4,
val,5,0.3543707109293127,429,0.4305003823794963,0.0600065603800259,0.001,0,0.0,0.42782432184074864,0.433989209653456,0.42946562086636164,-1.768638253211975,1,1,414972824,2,4,
val,6,-0.100209652453205,285,0.6044214865650263,0.3584910531851955,0.001,0,0.0,0.6537691239654174,0.7579914938407735,0.32172641561677057,-4.410538673400879,1,1,414972824,2,4,
val,7,0.0950451355151094,401,0.5507063421413786,0.25633939852571264,0.001,0,0.0,0.5555943187168786,0.7264863063891729,0.30243948607816606,-3.5602986812591553,1,1,414972824,2,4,
val,8,0.005567729494897904,312,0.5297538926824927,0.29032629751848654,0.001,0,0.0,0.5583785398583102,0.674003467146979,0.21454076302140507,-3.3647377490997314,1,1,414972824,2,4,
val,9,0.1639582164351763,316,0.46494663605772996,0.19067151128484933,0.001,0,0.0,0.4368126646168833,0.6099276485988218,0.28728479421452474,-2.3274645805358887,1,1,414972824,2,4,
val,10,-0.08698580311493488,402,0.6274291767995915,0.3606050357695037,0.001,0,0.0,0.637923873771031,0.8094844537225958,0.30832473914376757,-4.773104667663574,1,1,414972824,2,4,
val,11,0.27673880911901655,516,0.5115199908902941,0.14064379061477675,0.001,0,0.0,0.4468323349331816,0.6334668300114572,0.4282339062880386,-2.9242660999298096,1,1,414972824,2,4,
val,12,0.21035491246831667,541,0.4662176675254448,0.15404061755308432,0.001,0,0.0,0.43713874362409116,0.5911466531455517,0.3302601331726034,-2.3268754482269287,1,1,414972824,2,4,
