latent_dim,repeat,train_networks,train_frames_per_network,split,signal,target,pearson_r,corr_r2,n
1,3,2,2,val,z0,final_p_ratio,0.877036757568807,0.7691934741268063,25
1,3,2,2,val,z0,stiffness_mean,-0.9858100257889754,0.9718214069460602,25
1,3,2,2,val,z0,stiffness_std,-0.9615859478209192,0.9246475350466555,25
1,3,2,2,val,z0,near_zero_stiffness_edge_count,-0.4158587587937035,0.17293850726543966,25
1,3,2,2,val,z0,near_zero_stiffness_edge_fraction,-0.3639137095280717,0.13243318798248177,25
1,3,2,2,val,z0,horizontal_stiffness,-0.940598423906583,0.884725395055548,25
1,3,2,2,val,z0,vertical_stiffness,-0.9478550597710682,0.8984292143336153,25
1,3,2,2,val,z0,diagonal_stiffness,0.5030587909463127,0.2530681471483659,25
1,3,2,2,val,z1,final_p_ratio,,,0
1,3,2,2,val,z1,stiffness_mean,,,0
1,3,2,2,val,z1,stiffness_std,,,0
1,3,2,2,val,z1,near_zero_stiffness_edge_count,,,0
1,3,2,2,val,z1,near_zero_stiffness_edge_fraction,,,0
1,3,2,2,val,z1,horizontal_stiffness,,,0
1,3,2,2,val,z1,vertical_stiffness,,,0
1,3,2,2,val,z1,diagonal_stiffness,,,0
1,3,2,4,val,z0,final_p_ratio,0.7235429396519348,0.5235143855201634,25
1,3,2,4,val,z0,stiffness_mean,-0.9696229679012787,0.9401686998816841,25
1,3,2,4,val,z0,stiffness_std,-0.8270736163755477,0.6840507669045266,25
1,3,2,4,val,z0,near_zero_stiffness_edge_count,-0.48849831978370023,0.23863060843149825,25
1,3,2,4,val,z0,near_zero_stiffness_edge_fraction,-0.48813576801870406,0.23827652801921007,25
1,3,2,4,val,z0,horizontal_stiffness,-0.9000260614585817,0.8100469113046466,25
1,3,2,4,val,z0,vertical_stiffness,-0.8718712891558213,0.7601595448542339,25
1,3,2,4,val,z0,diagonal_stiffness,-0.00912479366502191,8.326185942922398e-05,25
1,3,2,4,val,z1,final_p_ratio,,,0
1,3,2,4,val,z1,stiffness_mean,,,0
1,3,2,4,val,z1,stiffness_std,,,0
1,3,2,4,val,z1,near_zero_stiffness_edge_count,,,0
1,3,2,4,val,z1,near_zero_stiffness_edge_fraction,,,0
1,3,2,4,val,z1,horizontal_stiffness,,,0
