dataset,latent_dim,hidden_size,epoch,train_mse_norm,val_mse_norm
Reid_ld16_tok128_h256_head4,16,256,4,0.22399037472438066,0.3092017835145816
Reid_ld16_tok128_h256_head4,16,256,5,0.22147987314034254,0.3136567493659095
Reid_ld16_tok128_h256_head4,16,256,6,0.22002680063713342,0.31020209741574944
Reid_ld16_tok128_h256_head4,16,256,7,0.2187119749188423,0.3123946265447012
Reid_ld16_tok128_h256_head4,16,256,8,0.21380481121130288,0.3108970886383031
Reid_ld16_tok128_h256_head4,16,256,9,0.20920713437255473,0.31133269044832557
Reid_ld16_tok128_h256_head4,16,256,10,0.20627126294653864,0.31267908158450153
Reid_ld16_tok128_h256_head4,16,256,11,0.20298541561467573,0.31270812860064323
Reid_ld16_tok128_h256_head4,16,256,12,0.20008261274080724,0.3150528062036028
Reid_ld16_tok128_h256_head4,16,256,13,0.19828774484805764,0.31960812289369644
Reid_ld16_tok128_h256_head4,16,256,14,0.19308573867892848,0.3202487600845052
Reid_ld16_tok128_h256_head4,16,256,15,0.19210182295180858,0.32723033029877113
Reid_ld16_tok128_h256_head4,16,256,16,0.18909819201333447,0.3273440640186891
Reid_ld32_tok128_h256_head4,32,256,1,0.42738243567757306,0.3299485112505499
Reid_ld32_tok128_h256_head4,32,256,2,0.2393904097075574,0.3159732632234227
Reid_ld32_tok128_h256_head4,32,256,3,0.22952046105638146,0.31025946608919186
Reid_ld32_tok128_h256_head4,32,256,4,0.2257739100139588,0.30885208190127744
Reid_ld32_tok128_h256_head4,32,256,5,0.22569099872373044,0.3076230514814961
Reid_ld32_tok128_h256_head4,32,256,6,0.2232681190245785,0.30604858041886474
Reid_ld32_tok128_h256_head4,32,256,7,0.2226841619494371,0.3063713492639363
Reid_ld32_tok128_h256_head4,32,256,8,0.2206622290192172,0.30987386212567797
Reid_ld32_tok128_h256_head4,32,256,9,0.2184279834665358,0.3123810780385975
Reid_ld32_tok128_h256_head4,32,256,10,0.21407156042288988,0.30743274421634853
Reid_ld32_tok128_h256_head4,32,256,11,0.21017134438734503,0.30824605096218877
Reid_ld32_tok128_h256_head4,32,256,12,0.20597991552669556,0.30826458803581774
Reid_ld32_tok128_h256_head4,32,256,13,0.20252299835905432,0.3112649514048826
Reid_ld32_tok128_h256_head4,32,256,14,0.19883951272349804,0.3157424406685459
Reid_ld32_tok128_h256_head4,32,256,15,0.196008715829812,0.31016224705206696
Reid_ld32_tok128_h256_head4,32,256,16,0.19577663393924014,0.31435004065162503
Reid_ld32_tok128_h256_head4,32,256,17,0.19092663480201735,0.32369930309680056
Reid_ld32_tok128_h256_head4,32,256,18,0.1876799743808806,0.3244150330571574
Reid_ld96_tok128_h384_head4,96,384,1,0.41579850811511276,0.33115397751796993
Reid_ld96_tok128_h384_head4,96,384,2,0.23783108659088611,0.31129783861106264
Reid_ld96_tok128_h384_head4,96,384,3,0.22805114592192693,0.3189655362709891
Reid_ld96_tok128_h384_head4,96,384,4,0.22509837797377258,0.3097495009098202
Reid_ld96_tok128_h384_head4,96,384,5,0.22639981852145866,0.3162857233674731
Reid_ld96_tok128_h384_head4,96,384,6,0.22350412548752502,0.3091585036236211
Reid_ld96_tok128_h384_head4,96,384,7,0.22173230750719086,0.30601069714000917
Reid_ld96_tok128_h384_head4,96,384,8,0.22209725148277357,0.30308445843547815
Reid_ld96_tok128_h384_head4,96,384,9,0.22070589690469206,0.30169560646259924
Reid_ld96_tok128_h384_head4,96,384,10,0.2169420539494604,0.30634771310316866
Reid_ld96_tok128_h384_head4,96,384,11,0.21029051773715765,0.31192225087754194
Reid_ld96_tok128_h384_head4,96,384,12,0.20828353226650506,0.3118579547930858
Reid_ld96_tok128_h384_head4,96,384,13,0.20533641170943157,0.31640686547529184
Reid_ld96_tok128_h384_head4,96,384,14,0.20188285714946688,0.3177668555942364
Reid_ld96_tok128_h384_head4,96,384,15,0.2007769478438422,0.31163910831004615
Reid_ld96_tok128_h384_head4,96,384,16,0.19582000847905875,0.3216888201702386
Reid_ld96_tok128_h384_head4,96,384,17,0.19346555527532472,0.3181172710978717
Reid_ld96_tok128_h384_head4,96,384,18,0.19017248374177143,0.32875862291897645
Reid_ld96_tok128_h384_head4,96,384,19,0.18587750896811486,0.33644798366731266
Reid_ld96_tok128_h384_head4,96,384,20,0.1825126620591618,0.33751401624758726
Reid_ld96_tok128_h384_head4,96,384,21,0.18086228372529148,0.35849903437978353
