dataset,split,rollout_steps,used,p_ratio_r2,p_ratio_pearson,p_ratio_mse,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse
Reid_ld16_tok64_h192_head4,val,20,20,-0.1818337086830284,0.6822524765131023,0.08960322124099286,5.673120114124686e-06,1.8944466683024074e-05,2.2296198085314246e-05,1.1801018105560988
Reid_ld16_tok64_h192_head4,test,20,38,0.32334146815922415,0.7241218387373484,0.05710122537668923,5.088172318473401e-06,1.8967649817855808e-05,2.196838443667634e-05,1.159399695566865
Reid_ld16_tok64_h192_head4,val,30,20,0.04262484467014038,0.6825127236750589,0.0881688450937506,9.874030820355983e-06,4.442684421519516e-05,4.02151143134688e-05,0.909692264050779
Reid_ld16_tok64_h192_head4,test,30,38,0.4133792532461805,0.7252349045226838,0.05967801915877638,7.95151126304087e-06,4.3955074081742695e-05,3.905605669723101e-05,0.8960665234724968
Reid_ld16_tok64_h192_head4,val,40,20,0.13730350571712524,0.6810366907426207,0.08952035553849069,1.715939736186556e-05,8.167323358065914e-05,6.704138068016618e-05,0.8260214437739982
Reid_ld16_tok64_h192_head4,test,40,38,0.4561227150031051,0.7265024243531,0.06167945990968606,1.2944569765462993e-05,7.995633763800327e-05,6.447476679520485e-05,0.8175545907683887
Reid_ld16_tok64_h192_head4,val,50,20,0.19185893248519914,0.6790795461024508,0.09116361932869335,2.777818240247143e-05,0.00013127350466675126,0.00010451570087752771,0.8023840757827664
Reid_ld16_tok64_h192_head4,test,50,38,0.48245142814617237,0.7286717025788811,0.06307924395001505,2.0062416374936508e-05,0.0001273059148699854,9.991273423350464e-05,0.7987758855556912
Reid_ld16_tok64_h192_head4,val,60,20,0.22681965530524162,0.6768412623995764,0.09289857157346545,4.2095074195458435e-05,0.00019373622417333535,0.00015396979069919324,0.8027066163570398
Reid_ld16_tok64_h192_head4,test,60,38,0.4999362779680898,0.7314038906320836,0.06421577959005154,2.9456715956736223e-05,0.00018629207471875767,0.00014673916187970653,0.8040545940239312
Reid_ld16_tok64_h192_head4,val,70,20,0.24967924993483503,0.6744166619321781,0.09484362643659913,6.0545687256308155e-05,0.0002695090508495923,0.00021621181222144514,0.8127132071621617
Reid_ld16_tok64_h192_head4,test,70,38,0.5118146891014261,0.7342343342563136,0.06525382823292732,4.139045941692051e-05,0.0002571933858378447,0.00020581132450484132,0.818857403081258
Reid_ld16_tok64_h192_head4,val,80,20,0.2645918097633796,0.6719237292875745,0.09697401020738294,8.357395245184307e-05,0.0003589820029446855,0.0002915403892984614,0.8257190435389349
Reid_ld16_tok64_h192_head4,test,80,38,0.5203096979862796,0.7369580205328556,0.06619993396187591,5.6139331024353035e-05,0.0003402265796658436,0.0002774239581317249,0.8362185888565703
Reid_ld16_tok64_h192_head4,val,90,20,0.2739642853038351,0.6694928329795448,0.09925422620651184,0.00011158518768752401,0.00046249211591202765,0.0003798413104959764,0.8384115557211773
Reid_ld16_tok64_h192_head4,test,90,38,0.5264805924782932,0.7393155648201172,0.06708031917886058,7.397213411614327e-05,0.00043563711867471665,0.00036138412389463107,0.8524519348276889
