split,sim_idx,source,target_index,pred_p_ratio,true_p_ratio,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse,latent_total_displacement,latent_mean_step
test,6,dePablo,80,0.2602295322147417,-0.021827550580019093,4.414738214109093e-05,0.0002835995692294091,0.00015475787222385406,0.5456914925659406,2.886902093887329,0.03667213642038405
test,7,dePablo,80,-0.2724901339894987,0.03449893274237625,3.508915688144043e-05,0.0002696190495043993,0.0002637813740875572,0.9783484311380348,3.634432315826416,0.04544354029931128
test,8,dePablo,80,0.25016651786346955,0.3489346420876227,7.840758371457923e-06,0.0002951900823973119,0.00023859126667957753,0.8082631528197649,2.8964405059814453,0.03656312800012529
test,9,dePablo,80,-0.41358721851112185,-0.28464941518695835,4.484044256969355e-05,0.00033302773954346776,0.000292711250949651,0.878939548251792,3.832473039627075,0.04806964467279613
test,10,dePablo,80,-0.42673748761149655,-0.4304102492017912,4.14240057580173e-05,0.0003362025017850101,0.00021106365602463484,0.627787285650845,4.056675910949707,0.050793233793228865
test,11,dePablo,80,-0.08606147891444259,-0.43116065521182106,9.176048479275778e-05,0.00034481738111935556,0.00012633066216949373,0.3663697629144903,3.1121182441711426,0.03892803331837058
test,12,dePablo,80,0.21376125889321138,0.12839416200881035,3.0018578399904072e-05,0.0002959446865133941,0.00015361748228315264,0.5190749801693098,2.8515865802764893,0.03611944695003331
test,13,dePablo,80,0.31593520948330467,-0.16511866547387255,8.258211892098188e-05,0.00027428989415057003,0.00014370116696227342,0.5239025207519654,2.9724786281585693,0.03777236728928983
test,14,dePablo,80,0.07903244627180188,0.3624942331222712,2.3233704268932343e-05,0.00029611389618366957,0.0002442214754410088,0.8247551992275513,2.9399874210357666,0.03688009302131832
test,15,dePablo,80,-0.4527908895410958,-0.36156253087842954,4.8681591579224914e-05,0.0003483603068161756,0.00031255054636858404,0.897204819989759,3.8421223163604736,0.048244915436953306
test,16,dePablo,80,-0.0816041151646815,-0.42053404734537675,8.345244714291766e-05,0.0003367894096300006,0.0001512596500106156,0.44912234674121904,3.1237125396728516,0.039077462861314416
test,17,dePablo,80,0.23509596553074813,0.16737990240847533,3.1409352232003585e-05,0.0002914325741585344,0.0001476214820286259,0.5065373438602725,2.8639750480651855,0.03639530236832798
test,18,dePablo,80,0.29421270258709464,0.20750380765883378,1.366663218504982e-05,0.00026595540111884475,0.00018643068324308842,0.7009847608237897,2.9648051261901855,0.03755763946101069
test,19,dePablo,80,-0.2069324643792729,0.20635681632487693,4.8812409659149125e-05,0.0002746614918578416,0.00030343676917254925,1.1047663329870832,3.4492146968841553,0.043145258957520125
test,20,dePablo,80,-0.295368567674945,-0.45209874882281714,5.274924842524342e-05,0.00032543958513997495,0.00018244933744426817,0.5606242933409432,3.666538715362549,0.04586626715026796
test,21,dePablo,80,-0.15350803588717485,0.0172565248794581,3.0188824894139543e-05,0.00028594688046723604,0.00028850039234384894,1.0089300218013937,3.285151481628418,0.04112026123329997
test,22,dePablo,80,-0.12882497520044986,0.3421898933101697,6.562486669281498e-05,0.00031304897856898606,0.00031014980049803853,0.9907388994393136,3.236097812652588,0.04050553003326059
test,23,dePablo,80,-0.3346707120710075,-0.19440486556373518,5.7426288549322635e-05,0.00039166788337752223,0.000315841258270666,0.8064007075255436,3.4883406162261963,0.04380467459559441
test,24,dePablo,80,0.335844876216815,0.21388367729831145,1.4268181985244155e-05,0.00028510281117632985,0.00020149633928667754,0.7067497456630004,3.0493223667144775,0.0384685514960438
test,25,dePablo,80,-0.41755008082960227,-0.4186078988143134,4.961492959409952e-05,0.00037568254629150033,0.00023257847351487726,0.6190824562140146,4.046566486358643,0.050672862911596894
