dataset,split,sim_idx,target_index,rollout_steps,pred_p_ratio,true_p_ratio,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse
Reid_ld4_tok16_h128_head2,val,11,10,10,-0.09422211259789111,-0.1717206982543641,4.1068233258556575e-06,4.718502168543637e-06,1.3770232726528775e-05,2.9183482882193843
Reid_ld4_tok16_h128_head2,val,12,10,10,-0.23603614175076273,-0.25790925315018115,3.2231957902695285e-06,4.443388661456993e-06,1.12273019112763e-05,2.5267431608368134
Reid_ld4_tok16_h128_head2,val,13,10,10,-0.13200655332635028,0.023675611977074296,4.897081453236751e-06,4.5319115997699555e-06,1.6411568140028976e-05,3.621334569028673
Reid_ld4_tok16_h128_head2,val,14,10,10,-0.06625811340647754,0.2805308787327411,1.6402127585024573e-05,4.440989414433716e-06,3.2645017199683934e-05,7.350843281360669
Reid_ld4_tok16_h128_head2,val,15,10,10,0.006125937885839111,0.028454408277646046,6.808273155911593e-06,4.178633844276192e-06,1.6899708498385735e-05,4.044314273081049
Reid_ld4_tok16_h128_head2,val,16,10,10,-0.010203321665301258,-0.11735731877074633,1.2412418982421514e-05,4.25039024776197e-06,2.7715657779481262e-05,6.520732488993183
Reid_ld4_tok16_h128_head2,val,17,10,10,0.08903999743400584,-0.33123336772932166,3.4107515602954663e-06,4.758682734973263e-06,1.096381492970977e-05,2.303960053720911
Reid_ld4_tok16_h128_head2,val,18,10,10,-0.11057967459733464,0.16671187544078556,1.9214360236219363e-06,4.183231794741005e-06,6.706973636028124e-06,1.6032995456909342
Reid_ld4_tok16_h128_head2,val,19,10,10,0.33594813095333387,-0.2557613611888865,3.6869325867883163e-06,4.441231794771738e-06,8.096644705801737e-06,1.8230628528178119
Reid_ld4_tok16_h128_head2,test,0,10,10,-0.027197817493458048,0.04622741764080765,3.4025324566755444e-06,4.257912223692983e-06,1.2671520380536094e-05,2.975993800441898
Reid_ld4_tok16_h128_head2,test,1,10,10,-0.1705224399055162,0.07266788047552747,2.7704677449946757e-06,4.123151938983938e-06,7.720436769886874e-06,1.8724599248674327
Reid_ld4_tok16_h128_head2,test,2,10,10,-0.0816053869174861,0.16006454635365155,3.9890105654194485e-06,4.671283477364341e-06,1.4124628251011018e-05,3.023714642764626
Reid_ld4_tok16_h128_head2,test,3,10,10,0.1173575459289745,0.1715580378312872,8.191183951566927e-06,4.478221853787545e-06,2.3127589884097688e-05,5.164458269198313
Reid_ld4_tok16_h128_head2,test,4,10,10,-0.04312783235499863,0.3584804708400214,1.9878216335200705e-05,4.623326731234556e-06,3.809050394920632e-05,8.238765322786326
Reid_ld4_tok16_h128_head2,test,5,10,10,-0.04233673501627121,0.11671758137575056,2.7987830435449723e-06,4.3297231968608685e-06,9.229426723322831e-06,2.131643595603142
Reid_ld4_tok16_h128_head2,test,6,10,10,0.18704312252699348,0.3599355531686359,8.380307008337695e-06,4.548690867522964e-06,2.3661561499466188e-05,5.201839867467479
Reid_ld4_tok16_h128_head2,test,7,10,10,0.14434987323433537,0.3120833333333333,1.573744521010667e-05,4.674732281273464e-06,3.603101140470244e-05,7.707609599171972
Reid_ld4_tok16_h128_head2,test,8,10,10,-0.36357835630423685,-0.08626420759167917,7.366661975538591e-06,4.496762812777888e-06,2.0082119590369985e-05,4.465905903087692
Reid_ld4_tok16_h128_head2,test,9,10,10,-0.03933868222708485,-0.22510958046336882,6.618344741582405e-06,4.600504780682968e-06,1.656684798945207e-05,3.601093527609081
Reid_ld4_tok16_h128_head2,test,10,10,10,0.13660292871838314,0.10958173282116944,2.2308800907921977e-05,4.223747964715585e-06,4.295198232284747e-05,10.169163189106085
Reid_ld4_tok16_h128_head2,test,11,10,10,-0.053805911587758305,0.03909283902034899,4.7584321691829246e-06,4.432082278071903e-06,1.654529114603065e-05,3.733074006294933
Reid_ld4_tok16_h128_head2,test,12,10,10,0.21819040232016998,0.2148351069434201,2.0963461793144234e-06,4.5160663830756675e-06,9.773576493898872e-06,2.164179102974695
Reid_ld4_tok16_h128_head2,test,13,10,10,0.13495782567947517,0.27613516367476243,7.902975994511507e-06,4.633239313989179e-06,2.2741121938452125e-05,4.9082554121022115
Reid_ld4_tok16_h128_head2,test,14,10,10,-0.4257596685082873,-0.4136275890854072,1.3740191207034513e-05,5.7134684539050795e-06,3.390617712284438e-05,5.934429742001982
